# Coil_pos O-Beam err ps_pos
0.0000000 814.8334446 34.8568501 109.9501950
5.0000000 1340.8818806 44.5982062 109.9501950
10.0000000 1861.0556771 51.8073354 109.9501950
15.0000000 1741.6741955 50.9313263 109.9501950
20.0000000 1464.8915062 46.7867503 109.9501950
25.0000000 892.6686834 37.2021505 109.9501950
30.0000000 387.7141160 25.2586619 109.9501950
35.0000000 80.3159107 13.4536240 109.9501950
40.0000000 144.5891439 15.7797338 109.9501950
45.0000000 456.0754459 26.7581763 109.9501950
50.0000000 886.1052839 37.2692903 109.9501950
55.0000000 1469.1867430 46.9254728 109.9501950
60.0000000 1731.4289185 50.8527285 109.9501950
65.0000000 1671.1986773 49.8898787 109.9501950
70.0000000 1221.2856824 43.1161223 109.9501950
75.0000000 761.1943664 33.9116499 109.9501950
80.0000000 263.9600896 20.9284495 109.9501950
85.0000000 57.7419366 11.8321596 109.9501950
90.0000000 216.5730327 19.1833261 109.9501950
95.0000000 821.0660850 34.2636834 109.9501950
