# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 10.0 12 937 100556 1294 3763673719 949 0.0000000 0.0000000 110.0996090 13.9343750
-1.5000000 10.0 22 955 102527 1278 3763673733 977 0.0000000 0.0000000 110.0996090 13.9343750
-1.2500000 10.0 87 898 102463 1247 3763673748 985 0.0000000 0.0000000 110.0996090 13.9343750
-1.0000000 10.0 183 895 99990 1318 3763673762 1078 0.0000000 0.0000000 110.0996090 13.9343750
-0.7500000 10.0 284 933 100967 1329 3763673776 1217 0.0000000 0.0000000 110.0996090 13.9343750
-0.5000000 10.0 294 978 101765 1340 3763673791 1272 0.0000000 0.0000000 110.0996090 13.9343750
-0.2500000 10.0 223 954 100059 1263 3763673805 1177 0.0000000 0.0000000 110.0996090 13.9343750
0.0000000 10.0 168 909 101863 1340 3763673819 1077 0.0000000 0.0000000 110.0996090 13.9343750
0.2500000 10.0 72 936 102236 1356 3763673834 1008 0.0000000 0.0000000 110.0996090 13.9343750
0.5000000 10.0 19 957 102459 1292 3763673848 976 0.0000000 0.0000000 110.0996090 13.9343750
0.7500000 10.0 30 936 101827 1300 3763673862 966 0.0000000 0.0000000 110.0996090 13.9343750
1.0000000 10.0 103 947 102259 1284 3763673877 1050 0.0000000 0.0000000 110.0996090 13.9343750
1.2500000 10.0 199 929 118023 1336 3763673891 1128 0.0000000 0.0000000 110.0996090 13.9343750
1.5000000 10.0 312 848 117714 1361 3763673905 1160 0.0000000 0.0000000 110.0996090 13.9343750
1.7500000 10.0 303 949 118279 1347 3763673920 1252 0.0000000 0.0000000 110.0996090 13.9343750
