# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 10.0 12 863 101274 1379 3763675736 875 0.0000000 0.0000000 110.2500000 14.0375000
-1.5000000 10.0 49 880 102334 1337 3763675750 929 0.0000000 0.0000000 110.2500000 14.0375000
-1.2500000 10.0 138 855 100167 1280 3763675765 993 0.0000000 0.0000000 110.2500000 14.0375000
-1.0000000 10.0 259 831 100417 1332 3763675779 1090 0.0000000 0.0000000 110.2500000 14.0375000
-0.7500000 10.0 312 844 99190 1307 3763675793 1156 0.0000000 0.0000000 110.2500000 14.0375000
-0.5000000 10.0 303 907 101319 1365 3763675808 1210 0.0000000 0.0000000 110.2500000 14.0375000
-0.2500000 10.0 242 874 100777 1326 3763675822 1116 0.0000000 0.0000000 110.2500000 14.0375000
0.0000000 10.0 167 816 102243 1344 3763675836 983 0.0000000 0.0000000 110.2500000 14.0375000
0.2500000 10.0 63 839 101231 1312 3763675851 902 0.0000000 0.0000000 110.2500000 14.0375000
0.5000000 10.0 16 882 102823 1302 3763675865 898 0.0000000 0.0000000 110.2500000 14.0375000
0.7500000 10.0 43 862 100860 1342 3763675879 905 0.0000000 0.0000000 110.2500000 14.0375000
1.0000000 10.0 133 822 101541 1388 3763675894 955 0.0000000 0.0000000 110.2500000 14.0375000
1.2500000 10.0 238 901 101224 1292 3763675908 1139 0.0000000 0.0000000 110.2500000 14.0375000
1.5000000 10.0 303 900 99440 1341 3763675922 1203 0.0000000 0.0000000 110.2500000 14.0375000
1.7500000 10.0 332 817 101383 1332 3763675936 1149 0.0000000 0.0000000 110.2500000 14.0375000
