# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 10.0 10 1172 103269 1273 3763667676 1182 0.0000000 0.0000000 109.6503910 13.7562500
-1.5000000 10.0 25 1194 102094 1272 3763667690 1219 0.0000000 0.0000000 109.6503910 13.7562500
-1.2500000 10.0 81 1249 102645 1317 3763667704 1330 0.0000000 0.0000000 109.6503910 13.7562500
-1.0000000 10.0 151 1171 102205 1231 3763667719 1322 0.0000000 0.0000000 109.6503910 13.7562500
-0.7500000 10.0 194 1151 100300 1295 3763667733 1345 0.0000000 0.0000000 109.6503910 13.7562500
-0.5000000 10.0 189 1205 102863 1295 3763667747 1394 0.0000000 0.0000000 109.6503910 13.7562500
-0.2500000 10.0 153 1240 101367 1318 3763667762 1393 0.0000000 0.0000000 109.6503910 13.7562500
0.0000000 10.0 77 1192 102017 1301 3763667776 1269 0.0000000 0.0000000 109.6503910 13.7562500
0.2500000 10.0 30 1190 101922 1292 3763667790 1220 0.0000000 0.0000000 109.6503910 13.7562500
0.5000000 10.0 18 1238 117067 1348 3763667804 1256 0.0000000 0.0000000 109.6503910 13.7562500
0.7500000 10.0 39 1146 118413 1307 3763667819 1185 0.0000000 0.0000000 109.6503910 13.7562500
1.0000000 10.0 87 1255 116184 1338 3763667833 1342 0.0000000 0.0000000 109.6503910 13.7562500
1.2500000 10.0 126 1149 118749 1273 3763667847 1275 0.0000000 0.0000000 109.6503910 13.7562500
1.5000000 10.0 177 1193 117432 1325 3763667862 1370 0.0000000 0.0000000 109.6503910 13.7562500
1.7500000 10.0 188 1116 119635 1270 3763667876 1304 0.0000000 0.0000000 109.6503910 13.7562500
