# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 85 7402 631690 1980 3764151219 7487 0.0000000 0.0000000 110.2500000 15.3687500
-1.5000000 60.0 107 7495 625274 1913 3764151284 7602 0.0000000 0.0000000 110.2500000 15.3687500
-1.2500000 60.0 271 7551 621617 1950 3764151348 7822 0.0000000 0.0000000 110.2500000 15.3687500
-1.0000000 60.0 497 7405 621374 2016 3764151412 7902 0.0000000 0.0000000 110.2500000 15.3687500
-0.7500000 60.0 669 7372 622314 1957 3764151477 8041 0.0000000 0.0000000 110.2500000 15.3687500
-0.5000000 60.0 645 7411 621780 2017 3764151541 8056 0.0000000 0.0000000 110.2500000 15.3687500
-0.2500000 60.0 533 7383 626104 2025 3764151605 7916 0.0000000 0.0000000 110.2500000 15.3687500
0.0000000 60.0 361 7489 621714 1971 3764151669 7850 0.0000000 0.0000000 110.2500000 15.3687500
0.2500000 60.0 169 7473 622111 1974 3764151734 7642 0.0000000 0.0000000 110.2500000 15.3687500
0.5000000 60.0 77 7442 623573 1947 3764151798 7519 0.0000000 0.0000000 110.2500000 15.3687500
0.7500000 60.0 105 7639 625532 1963 3764151862 7744 0.0000000 0.0000000 110.2500000 15.3687500
1.0000000 60.0 276 7440 626783 2032 3764151926 7716 0.0000000 0.0000000 110.2500000 15.3687500
1.2500000 60.0 443 7398 624987 1922 3764151991 7841 0.0000000 0.0000000 110.2500000 15.3687500
1.5000000 60.0 578 7396 628255 1976 3764152055 7974 0.0000000 0.0000000 110.2500000 15.3687500
1.7500000 60.0 637 7451 624440 1943 3764152119 8088 0.0000000 0.0000000 110.2500000 15.3687500
