# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 101 6967 637130 1925 3764130020 7068 0.0000000 0.0000000 109.5747070 13.7125000
-1.5000000 60.0 98 6898 637086 1920 3764130085 6996 0.0000000 0.0000000 109.5747070 13.7125000
-1.2500000 60.0 254 6829 639566 2024 3764130149 7083 0.0000000 0.0000000 109.5747070 13.7125000
-1.0000000 60.0 503 6797 644322 1974 3764130213 7300 0.0000000 0.0000000 109.5747070 13.7125000
-0.7500000 60.0 759 6821 637660 1925 3764130277 7580 0.0000000 0.0000000 109.5747070 13.7125000
-0.5000000 60.0 882 6904 637278 2017 3764130342 7786 0.0000000 0.0000000 109.5747070 13.7125000
-0.2500000 60.0 795 6684 640258 2057 3764130406 7479 0.0000000 0.0000000 109.5747070 13.7125000
0.0000000 60.0 574 6978 642115 1994 3764130470 7552 0.0000000 0.0000000 109.5747070 13.7125000
0.2500000 60.0 321 6806 642256 1970 3764130534 7127 0.0000000 0.0000000 109.5747070 13.7125000
0.5000000 60.0 121 6862 636113 1893 3764130599 6983 0.0000000 0.0000000 109.5747070 13.7125000
0.7500000 60.0 88 6794 639342 1961 3764130663 6882 0.0000000 0.0000000 109.5747070 13.7125000
1.0000000 60.0 240 6779 635482 1953 3764130727 7019 0.0000000 0.0000000 109.5747070 13.7125000
1.2500000 60.0 502 6773 643305 1975 3764130791 7275 0.0000000 0.0000000 109.5747070 13.7125000
1.5000000 60.0 704 6743 639384 2022 3764130856 7447 0.0000000 0.0000000 109.5747070 13.7125000
1.7500000 60.0 830 6882 637510 2094 3764130920 7712 0.0000000 0.0000000 109.5747070 13.7125000
