# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 111 5059 604935 1968 3764137085 5170 0.0000000 0.0000000 109.7998050 12.5968750
-1.5000000 60.0 171 5206 680511 1924 3764137149 5377 0.0000000 0.0000000 109.7998050 12.5968750
-1.2500000 60.0 562 5119 672836 2031 3764137214 5681 0.0000000 0.0000000 109.7998050 12.5968750
-1.0000000 60.0 1033 5051 656991 2022 3764137278 6084 0.0000000 0.0000000 109.7998050 12.5968750
-0.7500000 60.0 1461 5142 638372 1961 3764137342 6603 0.0000000 0.0000000 109.7998050 12.5968750
-0.5000000 60.0 1529 5089 618242 1898 3764137406 6618 0.0000000 0.0000000 109.7998050 12.5968750
-0.2500000 60.0 1353 5247 611311 1986 3764137471 6600 0.0000000 0.0000000 109.7998050 12.5968750
0.0000000 60.0 858 5084 601329 1934 3764137535 5942 0.0000000 0.0000000 109.7998050 12.5968750
0.2500000 60.0 383 5093 682176 1969 3764137599 5476 0.0000000 0.0000000 109.7998050 12.5968750
0.5000000 60.0 88 5115 684324 1890 3764137663 5203 0.0000000 0.0000000 109.7998050 12.5968750
0.7500000 60.0 172 5222 689562 1924 3764137728 5394 0.0000000 0.0000000 109.7998050 12.5968750
1.0000000 60.0 567 5171 679662 1966 3764137792 5738 0.0000000 0.0000000 109.7998050 12.5968750
1.2500000 60.0 1031 5073 663641 1989 3764137856 6104 0.0000000 0.0000000 109.7998050 12.5968750
1.5000000 60.0 1433 5024 647720 1980 3764137920 6457 0.0000000 0.0000000 109.7998050 12.5968750
1.7500000 60.0 1515 5065 634818 1968 3764137985 6580 0.0000000 0.0000000 109.7998050 12.5968750
