# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 78 5617 653180 1981 3764092370 5695 0.0000000 0.0000000 108.3750000 12.7687500
-1.5000000 60.0 215 5758 662727 1957 3764092434 5973 0.0000000 0.0000000 108.3750000 12.7687500
-1.2500000 60.0 634 5712 660314 1977 3764092498 6346 0.0000000 0.0000000 108.3750000 12.7687500
-1.0000000 60.0 1040 5549 638600 1924 3764092562 6589 0.0000000 0.0000000 108.3750000 12.7687500
-0.7500000 60.0 1356 5579 617752 1998 3764092627 6935 0.0000000 0.0000000 108.3750000 12.7687500
-0.5000000 60.0 1356 5659 617614 2043 3764092691 7015 0.0000000 0.0000000 108.3750000 12.7687500
-0.2500000 60.0 1098 5639 622116 2007 3764092755 6737 0.0000000 0.0000000 108.3750000 12.7687500
0.0000000 60.0 617 5577 633354 1964 3764092819 6194 0.0000000 0.0000000 108.3750000 12.7687500
0.2500000 60.0 236 5641 639035 1896 3764092883 5877 0.0000000 0.0000000 108.3750000 12.7687500
0.5000000 60.0 86 5705 664069 2009 3764092947 5791 0.0000000 0.0000000 108.3750000 12.7687500
0.7500000 60.0 214 5776 660945 1904 3764093012 5990 0.0000000 0.0000000 108.3750000 12.7687500
1.0000000 60.0 596 5623 646120 1862 3764093076 6219 0.0000000 0.0000000 108.3750000 12.7687500
1.2500000 60.0 1093 5659 609304 1997 3764093140 6752 0.0000000 0.0000000 108.3750000 12.7687500
1.5000000 60.0 1326 5782 625077 1906 3764093204 7108 0.0000000 0.0000000 108.3750000 12.7687500
1.7500000 60.0 1344 5711 621318 1986 3764093268 7055 0.0000000 0.0000000 108.3750000 12.7687500
