# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 85 5234 665735 1919 3764139441 5319 0.0000000 0.0000000 109.8750000 12.6843750
-1.5000000 60.0 207 5202 661723 1901 3764139505 5409 0.0000000 0.0000000 109.8750000 12.6843750
-1.2500000 60.0 615 5101 632960 1919 3764139570 5716 0.0000000 0.0000000 109.8750000 12.6843750
-1.0000000 60.0 1083 5062 625672 1873 3764139634 6145 0.0000000 0.0000000 109.8750000 12.6843750
-0.7500000 60.0 1451 5109 612255 1972 3764139698 6560 0.0000000 0.0000000 109.8750000 12.6843750
-0.5000000 60.0 1605 5041 622912 1962 3764139762 6646 0.0000000 0.0000000 109.8750000 12.6843750
-0.2500000 60.0 1278 5318 650114 1981 3764139827 6596 0.0000000 0.0000000 109.8750000 12.6843750
0.0000000 60.0 810 5113 684939 1978 3764139891 5923 0.0000000 0.0000000 109.8750000 12.6843750
0.2500000 60.0 310 5243 660828 1973 3764139955 5553 0.0000000 0.0000000 109.8750000 12.6843750
0.5000000 60.0 93 5226 655762 1952 3764140019 5319 0.0000000 0.0000000 109.8750000 12.6843750
0.7500000 60.0 198 5204 684842 1890 3764140083 5402 0.0000000 0.0000000 109.8750000 12.6843750
1.0000000 60.0 649 5087 677941 1911 3764140148 5736 0.0000000 0.0000000 109.8750000 12.6843750
1.2500000 60.0 1149 5187 617311 1909 3764140212 6336 0.0000000 0.0000000 109.8750000 12.6843750
1.5000000 60.0 1492 5264 612994 2005 3764140276 6756 0.0000000 0.0000000 109.8750000 12.6843750
1.7500000 60.0 1655 5190 652583 1930 3764140340 6845 0.0000000 0.0000000 109.8750000 12.6843750
