# Coil O-Beam err ps_pos
-1.7500000 57.4820476 10.0000000 108.5249020
-1.5000000 167.0211966 16.3707055 108.5249020
-1.2500000 498.0711634 28.4780617 108.5249020
-1.0000000 822.5661497 37.4299345 108.5249020
-0.7500000 1144.6914699 43.7835586 108.5249020
-0.5000000 1113.8588169 43.7835586 108.5249020
-0.2500000 840.6057519 38.6910842 108.5249020
0.0000000 458.7412605 29.3257566 108.5249020
0.2500000 194.9692381 18.7882942 108.5249020
0.5000000 46.6079676 9.3808315 108.5249020
0.7500000 163.6624196 16.4316767 108.5249020
1.0000000 438.7543468 27.5862284 108.5249020
1.2500000 832.6841619 37.6828874 108.5249020
1.5000000 1018.4321582 42.3674403 108.5249020
1.7500000 1078.2304420 43.3474336 108.5249020
