*Begin rocking: 16/03/2024 21:41:08
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303100	2	28	277	16574	0	305
         1	0.9303600	2	49	332	16481	1	381
         2	0.9304000	2	69	380	16574	4	449
         3	0.9304600	2	212	441	16565	3	653
         4	0.9304900	2	356	408	16236	1	764
         5	0.9305500	2	490	439	16421	5	929
         6	0.9306100	2	689	526	16430	6	1215
         7	0.9306600	2	947	514	16244	3	1461
         8	0.9307100	2	1010	545	16636	1	1555
         9	0.9307600	2	1002	538	16170	1	1540
        10	0.9308000	2	907	540	16395	2	1447
        11	0.9308500	2	825	553	16818	2	1378
        12	0.9308900	2	651	485	16382	6	1136
        13	0.9309600	2	477	387	16247	5	864
        14	0.9310100	2	272	439	16519	3	711
        15	0.9310500	2	142	411	16919	3	553
        16	0.9311000	2	60	342	16266	2	402
        17	0.9311500	2	51	304	16555	6	355
        18	0.9312000	2	25	259	16432	3	284
        19	0.9312600	2	9	197	16574	3	206
        20	0.9313100	2	10	183	16196	0	193
*stopped by user: 16/03/2024 21:42:25
