*Begin rocking: 16/03/2024 17:14:36
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303100	2	15	4	15690	1	19
         1	0.9303600	2	28	6	15940	3	34
         2	0.9304000	2	38	12	15802	1	50
         3	0.9304500	2	61	20	15548	1	81
         4	0.9305100	2	115	102	15637	2	217
         5	0.9305500	2	182	243	16110	1	425
         6	0.9306000	2	232	498	15551	3	730
         7	0.9306500	2	284	790	15663	2	1074
         8	0.9307200	2	308	853	15724	3	1161
         9	0.9307500	2	379	830	16092	1	1209
        10	0.9308100	2	314	801	15696	2	1115
        11	0.9308400	2	299	723	15936	4	1022
        12	0.9309000	2	213	452	16098	3	665
        13	0.9309500	2	168	198	16322	2	366
        14	0.9309900	2	127	96	15564	1	223
        15	0.9310500	2	75	32	16366	5	107
        16	0.9311100	2	38	15	15728	6	53
        17	0.9311500	2	22	4	16269	3	26
        18	0.9312100	2	6	2	15876	2	8
        19	0.9312500	2	7	1	16175	4	8
        20	0.9312900	2	7	3	16076	5	10
        21	0.9313500	2	4	0	15833	0	4
        22	0.9314000	2	5	1	15707	2	6
        23	0.9314600	2	0	1	15839	4	1
        24	0.9315000	2	3	0	16063	5	3
        25	0.9315600	2	1	0	15625	0	1
        26	0.9316000	2	1	0	15705	1	1
        27	0.9316600	2	1	1	15797	2	2
        28	0.9317000	2	0	1	15616	3	1
        29	0.9317600	2	2	2	15662	1	4
        30	0.9318000	2	0	3	15987	1	3
        31	0.9318600	2	0	1	15748	4	1
        32	0.9318900	2	2	2	16220	2	4
        33	0.9319500	2	0	2	15964	0	2
        34	0.9320100	2	0	1	16015	1	1
        35	0.9320500	2	1	3	15609	3	4
        36	0.9321000	2	2	2	15837	2	4
        37	0.9321600	2	1	0	15909	4	1
        38	0.9322100	2	1	1	15882	3	2
        39	0.9322600	2	0	2	16055	4	2
        40	0.9323000	2	0	2	16031	3	2
        41	0.9323700	2	0	1	16019	1	1
        42	0.9324100	2	0	4	15971	4	4
        43	0.9324600	2	0	1	15761	0	1
        44	0.9325100	2	0	2	15645	2	2
        45	0.9325600	2	2	1	16087	3	3
        46	0.9326100	2	0	1	15869	0	1
        47	0.9326600	2	0	1	15953	1	1
        48	0.9326900	2	0	1	15970	3	1
        49	0.9327600	2	0	0	16033	0	0
        50	0.9328000	2	0	2	15954	5	2
        51	0.9328500	2	0	0	16143	3	0
        52	0.9329100	2	0	0	16147	2	0
        53	0.9329600	2	0	0	16110	3	0
        54	0.9330100	2	0	1	16387	2	1
        55	0.9330500	2	0	0	16001	0	0
        56	0.9331000	2	0	1	16003	2	1
        57	0.9331600	2	0	3	16270	0	3
*stopped by user: 16/03/2024 17:18:10
