*Begin rocking: 18/03/2024 15:15:02
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303100	2	332	288	16604	1	620
         1	0.9303500	2	242	275	16834	2	517
         2	0.9304000	2	164	212	17368	2	376
         3	0.9304500	2	61	240	16737	0	301
         4	0.9305000	2	25	234	17375	0	259
         5	0.9305500	2	56	194	16911	0	250
         6	0.9306000	2	10	210	16911	0	220
         7	0.9306500	2	8	160	16914	1	168
         8	0.9307000	2	8	119	17052	1	127
         9	0.9307500	2	4	135	16969	1	139
        10	0.9308100	2	14	132	16434	3	146
        11	0.9308600	2	33	132	16848	1	165
        12	0.9309000	2	36	157	17132	0	193
        13	0.9309600	2	17	151	16910	1	168
        14	0.9310000	2	11	153	16868	0	164
        15	0.9310600	2	13	176	16943	2	189
        16	0.9310900	2	19	169	16811	2	188
        17	0.9311500	2	26	231	17066	1	257
        18	0.9312100	2	59	255	17141	1	314
        19	0.9312600	2	161	212	17068	0	373
        20	0.9313000	2	261	245	17222	1	506
        21	0.9313600	2	339	315	17035	2	654
        22	0.9314100	2	459	369	17070	0	828
        23	0.9314500	2	544	366	17177	0	910
        24	0.9315100	2	643	409	16539	0	1052
        25	0.9315500	2	420	546	16685	2	966
        26	0.9316100	2	270	614	16726	0	884
        27	0.9316400	2	269	573	16557	1	842
        28	0.9317100	2	226	427	16634	1	653
        29	0.9317600	2	170	356	16986	1	526
        30	0.9318200	2	84	304	17109	1	388
        31	0.9318400	2	48	278	16616	0	326
        32	0.9319000	2	25	201	16775	1	226
        33	0.9319400	2	11	175	17028	0	186
        34	0.9319900	2	10	132	17065	0	142
        35	0.9320500	2	16	108	16944	0	124
        36	0.9321000	2	9	97	16768	1	106
*stopped by user: 18/03/2024 15:17:22
