*Begin rocking: 15/03/2024 17:35:22
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9304700	2	30	156	15311	4	186
         1	0.9305200	2	28	225	15301	2	253
         2	0.9305800	2	45	295	15397	3	340
         3	0.9306000	2	82	286	15238	0	368
         4	0.9306700	2	143	370	15528	4	513
         5	0.9307300	2	304	434	15379	2	738
         6	0.9307700	2	461	498	15419	2	959
         7	0.9308300	2	618	646	15492	4	1264
         8	0.9308700	2	898	937	14968	3	1835
         9	0.9309200	2	930	1029	15264	2	1959
        10	0.9309800	2	1045	1061	15083	3	2106
        11	0.9310300	2	1088	1017	15517	3	2105
        12	0.9310900	2	1001	949	15328	5	1950
        13	0.9311100	2	784	875	15368	0	1659
        14	0.9311700	2	621	718	15198	4	1339
        15	0.9312100	2	334	653	15447	2	987
        16	0.9312700	2	238	532	15209	3	770
        17	0.9313200	2	131	409	15259	1	540
        18	0.9313700	2	65	376	15483	5	441
        19	0.9314100	2	30	299	15388	4	329
        20	0.9314600	2	22	254	15469	2	276
        21	0.9315300	2	17	205	15093	2	222
        22	0.9315900	2	20	167	15066	1	187
*stopped by user: 15/03/2024 17:36:52
