*Begin rocking: 14/03/2024 19:15:49
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.7904000	2	351	3019	15551	2	3370
         1	0.7904500	2	563	3425	15767	7	3988
         2	0.7904900	2	1045	3903	15595	3	4948
         3	0.7905500	2	2402	4405	15739	4	6807
         4	0.7906000	2	4076	4583	15497	6	8659
         5	0.7906300	2	6331	5595	15052	4	11926
         6	0.7907000	2	9248	7612	15459	3	16860
         7	0.7907400	2	10070	8600	15162	8	18670
         8	0.7908000	2	10913	8879	15407	9	19792
         9	0.7908500	2	10134	9434	15610	5	19568
        10	0.7909000	2	8995	9587	15461	3	18582
        11	0.7909500	2	7374	8773	15680	4	16147
        12	0.7910000	2	5580	7329	15340	3	12909
        13	0.7910500	2	4083	5417	15601	3	9500
        14	0.7911000	2	2110	4697	15600	7	6807
        15	0.7911400	2	1551	4198	15451	4	5749
        16	0.7912000	2	617	3512	15263	5	4129
*stopped by user: 14/03/2024 19:17:00
