*Begin rocking: 14/03/2024 18:36:11
*Points: 0
*
*notes: 
*Rho-Axis: 6.640
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.7919400	2	4332	3116	14786	1	7448
         1	0.7918900	2	5806	4036	14834	2	9842
         2	0.7918400	2	7146	5297	14887	0	12443
         3	0.7917900	2	8506	6308	14935	2	14814
         4	0.7917400	2	8956	6740	15047	2	15696
         5	0.7916900	2	8652	7209	14891	5	15861
         6	0.7916400	2	7306	8386	14708	2	15692
         7	0.7915800	2	5897	7929	14616	4	13826
         8	0.7915300	2	4475	6505	14789	5	10980
         9	0.7914900	2	2925	5263	14713	4	8188
        10	0.7914400	2	1448	4583	14845	4	6031
*stopped by user: 14/03/2024 18:36:57
