*Begin rocking: 17/03/2024 23:11:27
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303000	2	40	323	15978	2	363
         1	0.9303400	2	67	405	15743	1	472
         2	0.9304000	2	122	416	15702	1	538
         3	0.9304600	2	263	468	16092	1	731
         4	0.9305000	2	333	500	15998	1	833
         5	0.9305500	2	486	528	15813	1	1014
         6	0.9306000	2	610	554	15893	2	1164
         7	0.9306700	2	761	443	16360	1	1204
         8	0.9306900	2	752	415	15776	2	1167
         9	0.9307400	2	676	442	15783	1	1118
        10	0.9307900	2	644	425	15748	1	1069
        11	0.9308600	2	467	404	16220	1	871
        12	0.9309000	2	394	381	16039	2	775
        13	0.9309500	2	267	422	15859	5	689
        14	0.9310000	2	136	362	15884	1	498
        15	0.9310500	2	77	342	15951	0	419
        16	0.9311000	2	33	273	15997	1	306
        17	0.9311600	2	21	244	16234	0	265
        18	0.9312200	2	18	209	16012	2	227
        19	0.9312600	2	9	170	15842	2	179
        20	0.9313000	2	10	133	15939	1	143
*stopped by user: 17/03/2024 23:12:45
