*Begin rocking: 14/03/2024 18:44:17
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.7915100	2	68	1149	15252	1	1217
         1	0.7914500	2	109	1366	15447	5	1475
         2	0.7914100	2	123	1545	15117	4	1668
         3	0.7913500	2	229	1843	15160	5	2072
         4	0.7913100	2	360	2221	15286	1	2581
         5	0.7912500	2	673	2366	15296	1	3039
         6	0.7912100	2	1270	2670	15106	4	3940
         7	0.7911600	2	2262	2813	15252	1	5075
         8	0.7910900	2	4069	3078	14936	3	7147
         9	0.7910600	2	5558	3531	15023	3	9089
        10	0.7910000	2	7191	5238	15150	5	12429
        11	0.7909500	2	8388	6115	15065	3	14503
        12	0.7909000	2	9144	6430	14881	7	15574
        13	0.7908500	2	8818	7176	15123	4	15994
        14	0.7908000	2	7826	7953	15136	3	15779
        15	0.7907600	2	6654	7738	15171	4	14392
        16	0.7906900	2	4632	6489	15304	3	11121
        17	0.7906400	2	2981	5261	15633	3	8242
        18	0.7906000	2	1477	4495	15119	7	5972
        19	0.7905400	2	685	3611	15287	3	4296
        20	0.7904900	2	347	3111	15066	2	3458
        21	0.7904600	2	181	2526	15451	3	2707
        22	0.7904000	2	141	1986	15254	1	2127
        23	0.7903500	2	107	1651	14962	3	1758
*stopped by user: 14/03/2024 18:45:58
