*Begin rocking: 16/03/2024 18:58:32
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303000	2	2	0	16212	1	2
         1	0.9303500	2	13	4	16104	2	17
         2	0.9304000	2	29	13	16151	1	42
         3	0.9304500	2	46	23	15850	3	69
         4	0.9305100	2	85	59	16128	2	144
         5	0.9305500	2	121	126	15758	1	247
         6	0.9306000	2	179	340	15803	0	519
         7	0.9306600	2	266	627	16072	3	893
         8	0.9307000	2	267	643	15899	0	910
         9	0.9307600	2	271	672	16060	4	943
        10	0.9308000	2	285	675	16127	2	960
        11	0.9308500	2	237	563	16029	1	800
        12	0.9309000	2	188	447	15956	4	635
        13	0.9309500	2	152	212	16264	4	364
        14	0.9310100	2	113	99	16006	5	212
        15	0.9310400	2	51	49	16132	2	100
        16	0.9311200	2	27	11	16254	2	38
        17	0.9311700	2	17	4	16090	1	21
*stopped by user: 16/03/2024 18:59:39
