*Begin rocking: 15/03/2024 11:24:19
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.7904100	2	48	316	15273	2	364
         1	0.7904500	2	59	379	15381	0	438
         2	0.7905000	2	73	505	15350	5	578
         3	0.7905500	2	69	639	15182	0	708
         4	0.7905900	2	76	911	15104	1	987
         5	0.7906500	2	181	1301	15360	2	1482
         6	0.7907100	2	237	1696	15437	0	1933
         7	0.7907400	2	296	1789	15445	3	2085
         8	0.7907900	2	217	1907	15448	3	2124
         9	0.7908400	2	289	1884	15182	3	2173
        10	0.7909000	2	262	1729	15433	3	1991
        11	0.7909500	2	389	1383	15316	0	1772
        12	0.7909900	2	365	1068	15217	1	1433
        13	0.7910400	2	318	740	15291	1	1058
        14	0.7911000	2	259	467	15317	3	726
        15	0.7911500	2	171	370	15132	2	541
        16	0.7912000	2	122	265	15620	3	387
        17	0.7912500	2	79	315	15104	2	394
        18	0.7913000	2	52	226	15735	3	278
        19	0.7913600	2	32	201	15333	5	233
        20	0.7913900	2	16	172	15615	0	188
        21	0.7914400	2	11	157	15270	2	168
        22	0.7915100	2	0	130	15186	0	130
        23	0.7915500	2	13	140	15527	5	153
        24	0.7916000	2	7	106	15412	2	113
        25	0.7916500	2	2	98	15407	0	100
        26	0.7917000	2	10	85	15472	3	95
*stopped by user: 15/03/2024 11:26:13
