*Begin rocking: 16/03/2024 17:36:18
*Points: 0
*
*notes: 
*Rho-Axis: 6.660
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.9303200	2	8	4	16124	4	12
         1	0.9303600	2	15	4	16177	2	19
         2	0.9304100	2	24	11	16021	4	35
         3	0.9304500	2	40	24	16039	3	64
         4	0.9305000	2	64	48	15716	2	112
         5	0.9305500	2	96	117	16209	0	213
         6	0.9306100	2	137	265	16222	3	402
         7	0.9306700	2	182	400	15960	4	582
         8	0.9306900	2	169	467	15734	3	636
         9	0.9307400	2	179	449	15849	5	628
        10	0.9307900	2	185	427	15915	0	612
        11	0.9308600	2	135	335	15980	2	470
        12	0.9309100	2	114	219	15761	5	333
        13	0.9309500	2	85	132	15813	4	217
        14	0.9309900	2	54	68	15982	3	122
        15	0.9310500	2	28	18	16416	0	46
        16	0.9311000	2	23	7	16165	1	30
        17	0.9311600	2	9	2	16209	3	11
        18	0.9312000	2	2	5	16061	2	7
        19	0.9312500	2	8	1	15972	2	9
        20	0.9313000	2	2	4	16310	3	6
        21	0.9313500	2	6	2	15995	3	8
        22	0.9314100	2	2	3	15717	3	5
        23	0.9314600	2	1	0	16003	4	1
        24	0.9315100	2	2	1	16080	1	3
        25	0.9315600	2	1	0	16012	0	1
        26	0.9315900	2	0	1	16263	0	1
        27	0.9316700	2	1	0	15860	2	1
        28	0.9317000	2	1	3	15956	1	4
        29	0.9317700	2	1	0	16104	1	1
        30	0.9318000	2	2	1	16148	1	3
        31	0.9318600	2	1	1	15991	2	2
        32	0.9319000	2	0	1	15918	1	1
        33	0.9319500	2	0	1	15696	3	1
        34	0.9319900	2	0	0	15755	1	0
*stopped by user: 16/03/2024 17:38:28
