*Begin rocking: 14/03/2024 18:39:58
*Points: 0
*
*notes: 
*Rho-Axis: 6.680
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.7914900	2	3441	2935	14993	4	6376
         1	0.7914500	2	4796	3578	14877	1	8374
         2	0.7914000	2	6306	4580	15249	3	10886
         3	0.7913600	2	7464	5554	15116	3	13018
         4	0.7913100	2	8245	6526	14987	5	14771
         5	0.7912600	2	8319	7445	15023	5	15764
         6	0.7912100	2	7465	8249	15061	4	15714
         7	0.7911500	2	6908	8286	15172	2	15194
         8	0.7911000	2	5355	8265	15012	1	13620
         9	0.7910600	2	3997	6681	14905	5	10678
        10	0.7910000	2	2361	5333	15036	9	7694
        11	0.7909600	2	1304	4231	14976	6	5535
*stopped by user: 14/03/2024 18:40:50
