#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.988525 5.0 608 64 30940 1953 3778438303 672 0.000000 0.000000
-1.823730 5.0 704 64 30940 2258 3778438330 768 0.000000 0.000000
-1.604004 5.0 725 64 30940 2209 3778438357 789 0.000000 0.000000
0.000000 5.0 719 64 30940 2306 3778438385 783 0.000000 0.000000
-1.197510 5.0 472 64 30940 1030 3778438412 536 0.000000 0.000000
-1.010742 5.0 407 64 30940 579 3778438439 471 0.000000 0.000000
-0.802002 5.0 290 64 30940 430 3778438466 354 0.000000 0.000000
-0.604248 5.0 310 64 30940 515 3778438494 374 0.000000 0.000000
-0.395508 5.0 404 64 30940 1054 3778438521 468 0.000000 0.000000
-0.197754 5.0 517 64 30940 1483 3778438548 581 0.000000 0.000000
-0.010986 5.0 668 64 30940 2226 3778438576 732 0.000000 0.000000
0.197754 5.0 749 64 30940 2382 3778438603 813 0.000000 0.000000
0.395508 5.0 739 64 30940 2185 3778438630 803 0.000000 0.000000
0.593262 5.0 690 64 30940 1831 3778438658 754 0.000000 0.000000
0.802002 5.0 539 64 30940 1214 3778438685 603 0.000000 0.000000
0.988769 5.0 384 64 30940 604 3778438712 448 0.000000 0.000000
1.186523 5.0 294 64 30940 358 3778438740 358 0.000000 0.000000
1.395264 5.0 271 64 30940 471 3778438767 335 0.000000 0.000000
1.614990 5.0 364 64 30940 917 3778438794 428 0.000000 0.000000
1.790771 5.0 500 64 30940 1350 3778438822 564 0.000000 0.000000
1.999512 5.0 692 64 30940 2040 3778438849 756 0.000000 0.000000
