# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 30.0 656 9902 185342 1665 3782800020 10558 0.000000 0.000000
-1.801758 30.0 924 8383 184239 2504 3782800057 9307 0.000000 0.000000
-1.604004 30.0 1279 6985 183715 3596 3782800093 8264 0.000000 0.000000
-1.395264 30.0 1459 6331 183843 3979 3782800129 7790 0.000000 0.000000
-1.197510 30.0 1558 6239 183901 3832 3782800165 7797 0.000000 0.000000
-0.999756 30.0 1268 7125 185669 3386 3782800202 8393 0.000000 0.000000
-0.812988 30.0 1010 8642 184907 2412 3782800238 9652 0.000000 0.000000
-0.604248 30.0 564 10297 184908 1441 3782800274 10861 0.000000 0.000000
-0.395508 30.0 389 11066 185182 876 3782800310 11455 0.000000 0.000000
-0.208740 30.0 435 10996 184739 921 3782800346 11431 0.000000 0.000000
0.000000 30.0 647 9986 185150 1643 3782800383 10633 0.000000 0.000000
0.186768 30.0 879 8381 185320 2472 3782800419 9260 0.000000 0.000000
0.384522 30.0 1328 6347 185741 3254 3782800455 7675 0.000000 0.000000
0.604248 30.0 1379 5792 185318 3722 3782800491 7171 0.000000 0.000000
0.802002 30.0 1293 6112 185624 3404 3782800528 7405 0.000000 0.000000
0.999756 30.0 1051 7005 185069 2930 3782800564 8056 0.000000 0.000000
1.186523 30.0 757 8447 184991 2049 3782800600 9204 0.000000 0.000000
1.384277 30.0 558 9405 186162 1332 3782800636 9963 0.000000 0.000000
1.604004 30.0 409 10146 185702 918 3782800673 10555 0.000000 0.000000
1.801758 30.0 483 9655 185463 1143 3782800709 10138 0.000000 0.000000
2.010498 30.0 632 9102 185769 1395 3782800745 9734 0.000000 0.000000
