# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 30.0 927 15494 196463 2242 3782381952 16421 0.000000 0.000000
-1.812744 30.0 711 16888 196025 1400 3782381988 17599 0.000000 0.000000
-1.614990 30.0 651 17294 195679 1255 3782382024 17945 0.000000 0.000000
-1.406250 30.0 1082 15055 195397 2429 3782382060 16137 0.000000 0.000000
-1.197510 30.0 1777 12310 196139 4326 3782382097 14087 0.000000 0.000000
-1.010742 30.0 2233 9731 196029 5873 3782382133 11964 0.000000 0.000000
-0.812988 30.0 2592 7799 195899 6982 3782382169 10391 0.000000 0.000000
-0.615234 30.0 2593 7546 202677 7462 3782382206 10139 0.000000 0.000000
-0.395508 30.0 2346 9147 203438 6365 3782382242 11493 0.000000 0.000000
-0.197754 30.0 1763 11798 200447 4630 3782382278 13561 0.000000 0.000000
0.000000 30.0 1145 14516 204396 2842 3782382314 15661 0.000000 0.000000
0.197754 30.0 761 16632 204707 1474 3782382351 17393 0.000000 0.000000
0.406494 30.0 655 17126 193875 1217 3782382387 17781 0.000000 0.000000
0.604248 30.0 904 15955 193582 1953 3782382423 16859 0.000000 0.000000
0.802002 30.0 1484 13426 193644 3596 3782382459 14910 0.000000 0.000000
0.999756 30.0 2114 10200 193226 5553 3782382496 12314 0.000000 0.000000
1.197510 30.0 2421 8398 193146 6696 3782382532 10819 0.000000 0.000000
1.384277 30.0 2628 7606 193772 7323 3782382568 10234 0.000000 0.000000
1.614990 30.0 2400 8488 193264 6818 3782382604 10888 0.000000 0.000000
1.801758 30.0 1956 11014 194180 5195 3782382641 12970 0.000000 0.000000
1.999512 30.0 1313 13699 194305 3360 3782382677 15012 0.000000 0.000000
