# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.109131 60.0 30140 15188 469307 65 3793540186 45328 0.000000 0.000000
-2.955322 60.0 27218 17903 467514 58 3793540252 45121 0.000000 0.000000
-2.834473 60.0 23189 21629 468508 81 3793540319 44818 0.000000 0.000000
-2.691650 60.0 18528 26400 468576 67 3793540385 44928 0.000000 0.000000
-2.537842 60.0 13181 32482 466901 62 3793540451 45663 0.000000 0.000000
-2.395020 60.0 9185 36158 466616 69 3793540517 45343 0.000000 0.000000
-2.263184 60.0 6210 38618 467515 64 3793540583 44828 0.000000 0.000000
-2.131348 60.0 5500 39477 468922 64 3793540649 44977 0.000000 0.000000
-1.988525 60.0 7083 37838 470717 68 3793540715 44921 0.000000 0.000000
-1.834717 60.0 10828 34166 466321 71 3793540781 44994 0.000000 0.000000
-1.702881 60.0 15461 29302 468752 61 3793540847 44763 0.000000 0.000000
-1.560059 60.0 20790 24335 468873 61 3793540913 45125 0.000000 0.000000
-1.417236 60.0 26016 19347 469091 61 3793540980 45363 0.000000 0.000000
-1.285400 60.0 28978 16292 467960 60 3793541046 45270 0.000000 0.000000
-1.142578 60.0 30498 14776 469494 67 3793541112 45274 0.000000 0.000000
-0.999756 60.0 29266 15606 470106 71 3793541178 44872 0.000000 0.000000
-0.845947 60.0 26452 18694 473318 67 3793541244 45146 0.000000 0.000000
-0.736084 60.0 22358 22584 475121 79 3793541310 44942 0.000000 0.000000
-0.582275 60.0 16506 28569 472634 67 3793541376 45075 0.000000 0.000000
-0.439453 60.0 11356 33893 474753 68 3793541442 45249 0.000000 0.000000
-0.307617 60.0 7655 37153 472952 55 3793541509 44808 0.000000 0.000000
-0.164795 60.0 5731 39337 473180 55 3793541575 45068 0.000000 0.000000
-0.021973 60.0 5918 39327 474352 64 3793541641 45245 0.000000 0.000000
0.109863 60.0 8041 37144 474700 68 3793541707 45185 0.000000 0.000000
0.263672 60.0 12066 32947 472372 65 3793541773 45013 0.000000 0.000000
0.406494 60.0 17265 28066 476074 64 3793541839 45331 0.000000 0.000000
0.538330 60.0 22161 23251 472233 71 3793541905 45412 0.000000 0.000000
0.681152 60.0 26533 18348 471201 54 3793541971 44881 0.000000 0.000000
0.812988 60.0 29918 15645 474571 75 3793542037 45563 0.000000 0.000000
0.944824 60.0 30321 14680 473021 68 3793542104 45001 0.000000 0.000000
1.098633 60.0 29133 16172 473048 72 3793542170 45305 0.000000 0.000000
1.241455 60.0 25736 19663 473523 87 3793542236 45399 0.000000 0.000000
1.384277 60.0 21010 24209 475090 73 3793542302 45219 0.000000 0.000000
1.516113 60.0 16064 28906 475584 58 3793542368 44970 0.000000 0.000000
1.658935 60.0 11209 33982 472326 69 3793542434 45191 0.000000 0.000000
1.790771 60.0 7509 37346 474191 67 3793542500 44855 0.000000 0.000000
1.944580 60.0 5808 39285 473736 68 3793542566 45093 0.000000 0.000000
2.065430 60.0 6232 38945 474056 62 3793542632 45177 0.000000 0.000000
2.219238 60.0 8878 36230 473531 78 3793542698 45108 0.000000 0.000000
2.351074 60.0 13143 32059 474355 81 3793542765 45202 0.000000 0.000000
2.504883 60.0 18244 26864 475352 62 3793542831 45108 0.000000 0.000000
2.636719 60.0 23015 22109 474755 58 3793542897 45124 0.000000 0.000000
2.779541 60.0 27457 17905 473280 70 3793542963 45362 0.000000 0.000000
2.922363 60.0 29799 15386 472185 50 3793543029 45185 0.000000 0.000000
3.065186 60.0 30042 15170 472260 61 3793543095 45212 0.000000 0.000000
