# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.109131 60.0 21240 23529 472098 75 3793543173 44769 0.000000 0.000000
-2.966309 60.0 26140 19220 471414 64 3793543239 45360 0.000000 0.000000
-2.834473 60.0 28813 16308 472085 71 3793543305 45121 0.000000 0.000000
-2.691650 60.0 30365 14807 470956 46 3793543371 45172 0.000000 0.000000
-2.537842 60.0 29613 15584 471901 66 3793543437 45197 0.000000 0.000000
-2.395020 60.0 26263 18702 470767 59 3793543503 44965 0.000000 0.000000
-2.274170 60.0 22089 22854 472772 71 3793543570 44943 0.000000 0.000000
-2.120361 60.0 17308 27956 472537 51 3793543636 45264 0.000000 0.000000
-1.977539 60.0 11573 33639 472192 69 3793543702 45212 0.000000 0.000000
-1.845703 60.0 7948 37583 473023 64 3793543768 45531 0.000000 0.000000
-1.702881 60.0 5805 38968 473335 64 3793543834 44773 0.000000 0.000000
-1.549072 60.0 6159 38843 470153 58 3793543900 45002 0.000000 0.000000
-1.417236 60.0 8366 37150 472256 53 3793543966 45516 0.000000 0.000000
-1.285400 60.0 12355 33018 473090 65 3793544032 45373 0.000000 0.000000
-1.142578 60.0 17863 27622 472808 62 3793544098 45485 0.000000 0.000000
-0.999756 60.0 22829 22538 474734 60 3793544164 45367 0.000000 0.000000
-0.856934 60.0 27350 18178 471624 69 3793544231 45528 0.000000 0.000000
-0.736084 60.0 29989 15638 472896 70 3793544297 45627 0.000000 0.000000
-0.582275 60.0 30691 14613 471418 55 3793544363 45304 0.000000 0.000000
-0.428467 60.0 28723 16782 473739 66 3793544429 45505 0.000000 0.000000
-0.296631 60.0 24740 20201 474945 66 3793544495 44941 0.000000 0.000000
-0.175781 60.0 20711 24366 471003 75 3793544561 45077 0.000000 0.000000
-0.021973 60.0 15044 30030 470167 71 3793544627 45074 0.000000 0.000000
0.120850 60.0 10623 34712 471159 76 3793544693 45335 0.000000 0.000000
0.252686 60.0 6782 38639 470235 60 3793544759 45421 0.000000 0.000000
0.395508 60.0 5547 39749 471918 80 3793544826 45296 0.000000 0.000000
0.538330 60.0 6186 39145 470737 70 3793544892 45331 0.000000 0.000000
0.681152 60.0 9215 35920 471378 68 3793544958 45135 0.000000 0.000000
0.823975 60.0 13269 31430 469561 59 3793545024 44699 0.000000 0.000000
0.944824 60.0 18576 26598 469872 60 3793545090 45174 0.000000 0.000000
1.098633 60.0 23484 21939 469946 68 3793545156 45423 0.000000 0.000000
1.241455 60.0 27286 17596 469736 63 3793545222 44882 0.000000 0.000000
1.384277 60.0 30145 15655 470144 59 3793545288 45800 0.000000 0.000000
1.516113 60.0 30361 14661 469369 69 3793545354 45022 0.000000 0.000000
1.647949 60.0 28654 16459 469802 65 3793545421 45113 0.000000 0.000000
1.790771 60.0 25172 20246 469237 59 3793545487 45418 0.000000 0.000000
1.944580 60.0 19956 25221 468971 71 3793545553 45177 0.000000 0.000000
2.065430 60.0 14747 30271 468060 57 3793545619 45018 0.000000 0.000000
2.208252 60.0 9707 35121 470949 72 3793545685 44828 0.000000 0.000000
2.362061 60.0 6583 38091 473276 64 3793545751 44674 0.000000 0.000000
2.504883 60.0 5602 39614 474192 59 3793545817 45216 0.000000 0.000000
2.636719 60.0 6456 38421 474628 74 3793545883 44877 0.000000 0.000000
2.790527 60.0 9728 35404 473365 62 3793545949 45132 0.000000 0.000000
2.922363 60.0 14537 30974 473809 58 3793546016 45511 0.000000 0.000000
3.065186 60.0 19533 25813 472747 58 3793546082 45346 0.000000 0.000000
