# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.087158 60.0 6004 38964 471809 66 3793546160 44968 0.000000 0.000000
-2.955322 60.0 8322 36790 473099 74 3793546226 45112 0.000000 0.000000
-2.823486 60.0 11849 33204 473531 63 3793546292 45053 0.000000 0.000000
-2.680664 60.0 17259 28081 475288 61 3793546358 45340 0.000000 0.000000
-2.548828 60.0 22146 22913 474582 65 3793546424 45059 0.000000 0.000000
-2.406006 60.0 27275 18058 473950 64 3793546490 45333 0.000000 0.000000
-2.263184 60.0 29675 15652 474976 70 3793546556 45327 0.000000 0.000000
-2.120361 60.0 30515 14743 474904 66 3793546622 45258 0.000000 0.000000
-1.977539 60.0 29060 16222 478986 60 3793546688 45282 0.000000 0.000000
-1.856690 60.0 25531 20119 473550 68 3793546755 45650 0.000000 0.000000
-1.702881 60.0 20856 24172 471828 52 3793546821 45028 0.000000 0.000000
-1.571045 60.0 15306 30421 470059 55 3793546887 45727 0.000000 0.000000
-1.417236 60.0 10600 34772 474787 67 3793546953 45372 0.000000 0.000000
-1.296387 60.0 7031 38222 475076 56 3793547019 45253 0.000000 0.000000
-1.153565 60.0 5723 39693 474808 61 3793547085 45416 0.000000 0.000000
-0.999756 60.0 6497 38803 474985 60 3793547151 45300 0.000000 0.000000
-0.867920 60.0 9559 35930 473838 65 3793547217 45489 0.000000 0.000000
-0.736084 60.0 13369 31691 474357 57 3793547283 45060 0.000000 0.000000
-0.582275 60.0 18876 26020 474603 74 3793547350 44896 0.000000 0.000000
-0.439453 60.0 24340 21167 472752 69 3793547416 45507 0.000000 0.000000
-0.296631 60.0 28232 17024 474584 61 3793547482 45256 0.000000 0.000000
-0.164795 60.0 30014 15184 474695 60 3793547548 45198 0.000000 0.000000
-0.021973 60.0 30287 14965 472342 69 3793547614 45252 0.000000 0.000000
0.109863 60.0 28379 17226 474483 70 3793547680 45605 0.000000 0.000000
0.263672 60.0 23978 21427 474079 70 3793547746 45405 0.000000 0.000000
0.384522 60.0 19615 26193 470163 75 3793547812 45808 0.000000 0.000000
0.538330 60.0 13813 31637 470878 64 3793547878 45450 0.000000 0.000000
0.692139 60.0 9362 35637 473655 59 3793547944 44999 0.000000 0.000000
0.812988 60.0 6199 38976 476027 71 3793548011 45175 0.000000 0.000000
0.955811 60.0 5347 39665 474701 73 3793548077 45012 0.000000 0.000000
1.087646 60.0 6752 38658 472508 73 3793548143 45410 0.000000 0.000000
1.230469 60.0 9935 35161 473560 66 3793548209 45096 0.000000 0.000000
1.384277 60.0 14890 30387 473400 84 3793548275 45277 0.000000 0.000000
1.516113 60.0 19503 25811 474110 68 3793548341 45314 0.000000 0.000000
1.658935 60.0 24840 20890 473755 72 3793548407 45730 0.000000 0.000000
1.801758 60.0 28741 16772 474094 58 3793548473 45513 0.000000 0.000000
1.944580 60.0 30376 14902 473335 55 3793548539 45278 0.000000 0.000000
2.076416 60.0 30029 15107 472809 70 3793548606 45136 0.000000 0.000000
2.219238 60.0 27585 17984 471718 77 3793548672 45569 0.000000 0.000000
2.351074 60.0 23582 22065 473101 70 3793548738 45647 0.000000 0.000000
2.515869 60.0 18026 27450 477049 67 3793548804 45476 0.000000 0.000000
2.636719 60.0 12984 32114 472732 58 3793548870 45098 0.000000 0.000000
2.768555 60.0 8968 36175 466539 64 3793548936 45143 0.000000 0.000000
2.911377 60.0 6076 39110 465085 74 3793549002 45186 0.000000 0.000000
3.065186 60.0 5707 39378 468301 76 3793549068 45085 0.000000 0.000000
