* begin:	24/09/2023 13:39:47
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1_19pt_pi4_1500s.cfg
*
* no cfg file, sc file created manually
* 0	0.1495000	5.0	35405	49	32590	76301	3778401891	35454	0.0000000	0.0000000
* Date: 24/09/2023	Time: 14:04
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1500.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1500.00	120	270
1	3.00	1500.00	274	509
2	6.00	1500.00	259	564
3	9.00	1500.00	238	508
4	12.00	1500.00	237	558
5	15.00	1500.00	269	558
6	18.00	1500.00	265	534
7	21.00	1500.00	244	490
8	24.00	1500.00	243	515
9	27.00	1500.00	265	548
10	30.00	1500.00	271	517
11	33.00	1500.00	242	505
12	36.00	1500.00	233	551
13	39.00	1500.00	265	524
14	42.00	1500.00	242	555
15	45.00	1500.00	229	485
16	48.00	1500.00	241	495
17	51.00	1500.00	246	499
18	54.00	1500.00	235	572
19	57.00	1500.00	236	520
20	60.00	1500.00	246	516
21	63.00	1500.00	256	529
22	66.00	1500.00	248	523
23	69.00	1500.00	226	503
24	72.00	1500.00	280	533
25	75.00	1500.00	239	549
26	78.00	1500.00	238	522
27	81.00	1500.00	260	554
28	84.00	1500.00	257	534
29	87.00	1500.00	235	518
30	90.00	1500.00	218	522
31	93.00	1500.00	223	540
32	96.00	1500.00	239	516
33	99.00	1500.00	266	533
34	102.00	1500.00	247	527
35	105.00	1500.00	229	531
36	108.00	1500.00	241	586
37	111.00	1500.00	235	521
38	114.00	1500.00	242	522
39	117.00	1500.00	233	528
40	120.00	1500.00	232	547
41	123.00	1500.00	247	544
42	126.00	1500.00	245	544
43	129.00	1500.00	262	531
44	132.00	1500.00	256	551
45	135.00	1500.00	241	494
46	138.00	1500.00	233	557
47	141.00	1500.00	258	503
48	144.00	1500.00	229	542
49	147.00	1500.00	229	548
50	150.00	1500.00	239	551
51	153.00	1500.00	255	476
52	156.00	1500.00	237	535
53	159.00	1500.00	251	518
54	162.00	1500.00	257	484
55	165.00	1500.00	215	517
56	168.00	1500.00	252	545
57	171.00	1500.00	245	528
58	174.00	1500.00	227	497
59	177.00	1500.00	264	529
60	180.00	1500.00	249	555
61	183.00	1500.00	243	526
62	186.00	1500.00	249	553
63	189.00	1500.00	227	559
64	192.00	1500.00	226	538
65	195.00	1500.00	254	448
66	198.00	1500.00	239	526
67	201.00	1500.00	245	521
68	204.00	1500.00	240	497
69	207.00	1500.00	243	525
70	210.00	1500.00	237	528
71	213.00	1500.00	193	509
72	216.00	1500.00	240	558
73	219.00	1500.00	280	561
74	222.00	1500.00	255	525
75	225.00	1500.00	234	495
76	228.00	1500.00	247	517
77	231.00	1500.00	233	528
78	234.00	1500.00	239	560
79	237.00	1500.00	231	518
80	240.00	1500.00	264	553
81	243.00	1500.00	219	483
82	246.00	1500.00	249	519
83	249.00	1500.00	214	519
84	252.00	1500.00	256	499
85	255.00	1500.00	245	550
86	258.00	1500.00	261	569
87	261.00	1500.00	248	550
88	264.00	1500.00	257	496
89	267.00	1500.00	227	565
90	270.00	1500.00	253	514
91	273.00	1500.00	265	494
92	276.00	1500.00	266	531
93	279.00	1500.00	230	523
94	282.00	1500.00	268	535
95	285.00	1500.00	245	528
96	288.00	1500.00	282	555
97	291.00	1500.00	234	543
98	294.00	1500.00	239	503
99	297.00	1500.00	239	525
100	300.00	1500.00	256	590
101	303.00	1500.00	245	546
102	306.00	1500.00	231	539
103	309.00	1500.00	248	553
104	312.00	1500.00	234	541
105	315.00	1500.00	246	524
106	318.00	1500.00	268	502
107	321.00	1500.00	244	554
108	324.00	1500.00	266	490
109	327.00	1500.00	255	501
110	330.00	1500.00	249	502
111	333.00	1500.00	246	497
112	336.00	1500.00	263	497
113	339.00	1500.00	256	514
114	342.00	1500.00	219	518
115	345.00	1500.00	243	520
116	348.00	1500.00	259	490
117	351.00	1500.00	247	531
118	354.00	1500.00	241	520
119	357.00	1500.00	240	492
120	360.00	1500.00	274	523
121	363.00	1500.00	253	492
122	366.00	1500.00	247	559
123	369.00	1500.00	229	517
124	372.00	1500.00	255	503
125	375.00	1500.00	251	507
126	378.00	1500.00	237	549
127	381.00	1500.00	232	577
128	384.00	1500.00	255	541
129	387.00	1500.00	233	552
130	390.00	1500.00	252	524
131	393.00	1500.00	255	528
132	396.00	1500.00	246	523
133	399.00	1500.00	233	531
134	402.00	1500.00	220	510
135	405.00	1500.00	226	555
136	408.00	1500.00	263	545
137	411.00	1500.00	232	534
138	414.00	1500.00	243	539
139	417.00	1500.00	262	513
140	420.00	1500.00	225	546
141	423.00	1500.00	235	519
142	426.00	1500.00	239	505
143	429.00	1500.00	227	555
144	432.00	1500.00	225	519
* end: 24/09/2023 14:04:52
