# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.010742 20.0 728 2913 62280 2485 3843142336 3641 0.000000 0.000000
-0.889893 20.0 457 3131 62612 2534 3843142359 3588 0.000000 0.000000
-0.802002 20.0 525 2978 62175 2693 3843142382 3503 0.000000 0.000000
-0.714111 20.0 959 2608 62385 2574 3843142405 3567 0.000000 0.000000
-0.615234 20.0 1651 1940 62120 2585 3843142428 3591 0.000000 0.000000
-0.505371 20.0 2281 1556 62447 2576 3843142452 3837 0.000000 0.000000
-0.395508 20.0 2719 1202 62124 2454 3843142475 3921 0.000000 0.000000
-0.307617 20.0 2630 1243 62281 2578 3843142498 3873 0.000000 0.000000
-0.197754 20.0 2177 1546 61873 2538 3843142521 3723 0.000000 0.000000
-0.098877 20.0 1545 2136 62390 2621 3843142544 3681 0.000000 0.000000
0.000000 20.0 990 2712 62138 2599 3843142568 3702 0.000000 0.000000
0.098877 20.0 510 3054 62134 2525 3843142591 3564 0.000000 0.000000
0.186768 20.0 448 3206 62377 2506 3843142614 3654 0.000000 0.000000
0.296631 20.0 748 2829 62046 2650 3843142637 3577 0.000000 0.000000
0.395508 20.0 1301 2363 61861 2465 3843142660 3664 0.000000 0.000000
0.505371 20.0 2011 1801 62278 2463 3843142684 3812 0.000000 0.000000
0.593262 20.0 2464 1388 62250 2689 3843142707 3852 0.000000 0.000000
0.692139 20.0 2678 1176 62371 2622 3843142730 3854 0.000000 0.000000
0.802002 20.0 2464 1325 61903 2562 3843142753 3789 0.000000 0.000000
0.900879 20.0 1936 1931 62452 2536 3843142776 3867 0.000000 0.000000
0.999756 20.0 1156 2449 62062 2588 3843142800 3605 0.000000 0.000000
