# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 236 5325 127523 481 3776577143 6042 0.000000 0.000000 1.058824
-2.801514 20.0 286 5257 129057 660 3776577170 6203 0.000000 0.000000 1.058824
-2.614746 20.0 371 4627 127072 1028 3776577197 6026 0.000000 0.000000 1.058824
-2.395020 20.0 545 3683 127810 1613 3776577224 5841 0.000000 0.000000 1.058824
-2.197266 20.0 692 3131 127100 2002 3776577251 5825 0.000000 0.000000 1.058824
-1.999512 20.0 736 2891 127815 2176 3776577277 5803 0.000000 0.000000 1.058824
-1.812744 20.0 648 3176 127380 1889 3776577304 5713 0.000000 0.000000 1.058824
-1.614990 20.0 572 3959 128665 1373 3776577331 5904 0.000000 0.000000 1.058824
-1.406250 20.0 440 4650 128007 946 3776577357 6036 0.000000 0.000000 1.058824
-1.197510 20.0 337 5351 127338 561 3776577384 6249 0.000000 0.000000 1.058824
-1.021729 20.0 263 5474 127769 426 3776577411 6163 0.000000 0.000000 1.058824
-0.802002 20.0 279 5178 126764 728 3776577438 6185 0.000000 0.000000 1.058824
-0.615234 20.0 424 4341 128038 1159 3776577465 5924 0.000000 0.000000 1.058824
-0.395508 20.0 590 3570 127203 1756 3776577491 5916 0.000000 0.000000 1.058824
-0.208740 20.0 662 3152 126877 2078 3776577518 5892 0.000000 0.000000 1.058824
0.000000 20.0 772 3037 127354 2081 3776577545 5890 0.000000 0.000000 1.058824
0.197754 20.0 715 3184 127197 1984 3776577572 5883 0.000000 0.000000 1.058824
0.395508 20.0 607 3842 127255 1536 3776577598 5985 0.000000 0.000000 1.058824
0.604248 20.0 421 4602 127394 1004 3776577625 6027 0.000000 0.000000 1.058824
0.802002 20.0 310 5425 126678 585 3776577652 6320 0.000000 0.000000 1.058824
0.988769 20.0 258 5400 126846 498 3776577678 6156 0.000000 0.000000 1.058824
1.208496 20.0 298 5128 127799 674 3776577705 6100 0.000000 0.000000 1.058824
1.384277 20.0 331 4596 127778 1024 3776577732 5951 0.000000 0.000000 1.058824
1.604004 20.0 514 3639 127600 1627 3776577759 5780 0.000000 0.000000 1.058824
1.801758 20.0 686 3125 127891 1999 3776577785 5810 0.000000 0.000000 1.058824
2.010498 20.0 737 2862 127394 2169 3776577812 5768 0.000000 0.000000 1.058824
2.197266 20.0 704 3225 126764 1915 3776577839 5844 0.000000 0.000000 1.058824
2.395020 20.0 591 3834 126153 1453 3776577865 5878 0.000000 0.000000 1.058824
2.603760 20.0 516 4480 126997 1016 3776577892 6012 0.000000 0.000000 1.058824
2.801514 20.0 319 5193 126691 611 3776577919 6123 0.000000 0.000000 1.058824
3.010254 20.0 270 5556 127513 478 3776577946 6304 0.000000 0.000000 1.058824
