# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.030 8 24 -160.000
1.000 3600.030 17 37 -160.000
2.000 3600.030 15 50 -160.000
3.000 3600.030 20 42 -160.000
4.000 3600.030 20 42 -160.000
5.000 3600.030 12 47 -160.000
6.000 3600.030 14 32 -160.000
7.000 3600.030 15 25 -160.000
8.000 3600.030 19 34 -160.000
9.000 3600.030 21 30 -160.000
10.000 3600.030 21 44 -160.000
11.000 3600.030 15 42 -160.000
12.000 3600.030 12 44 -160.000
13.000 3600.030 16 38 -160.000
14.000 3600.030 10 42 -160.000
15.000 3600.030 15 46 -160.000
16.000 3600.030 22 68 -160.000
17.000 3600.030 16 44 -160.000
18.000 3600.030 19 54 -160.000
19.000 3600.030 14 54 -160.000
20.000 3600.030 8 37 -160.000
21.000 3600.030 20 36 -160.000
22.000 3600.030 14 48 -160.000
23.000 3600.030 21 33 -160.000
24.000 3600.030 17 34 -160.000
25.000 3600.030 14 39 -160.000
26.000 3600.030 13 29 -160.000
27.000 3600.030 22 36 -160.000
28.000 3600.030 22 51 -160.000
29.000 3600.030 24 48 -160.000
30.000 3600.030 13 55 -160.000
31.000 3600.030 19 59 -160.000
32.000 3600.030 15 60 -160.000
33.000 3600.030 14 49 -160.000
34.000 3600.030 20 54 -160.000
35.000 3600.030 18 57 -160.000
36.000 3600.030 14 58 -160.000
37.000 3600.030 25 46 -160.000
38.000 3600.030 15 49 -160.000
39.000 3600.030 13 33 -160.000
40.000 3600.030 23 25 -160.000
41.000 3600.030 14 24 -160.000
42.000 3600.030 12 24 -160.000
43.000 3600.030 10 42 -160.000
44.000 3600.030 33 41 -160.000
45.000 3600.030 17 49 -160.000
46.000 3600.030 11 46 -160.000
47.000 3600.030 12 62 -160.000
48.000 3600.030 20 63 -160.000
49.000 3600.030 12 38 -160.000
50.000 3600.030 20 58 -160.000
51.000 3600.030 17 46 -160.000
52.000 3600.030 19 49 -160.000
53.000 3600.030 15 38 -160.000
54.000 3600.030 16 47 -160.000
55.000 3600.030 12 34 -160.000
56.000 3600.030 16 42 -160.000
57.000 3600.030 16 38 -160.000
58.000 3600.030 14 46 -160.000
59.000 3600.030 12 30 -160.000
60.000 3600.030 21 35 -160.000
61.000 3600.030 15 34 -160.000
62.000 3600.030 14 41 -160.000
63.000 3600.030 20 50 -160.000
64.000 3600.030 13 53 -160.000
65.000 3600.030 21 43 -160.000
66.000 3600.030 26 71 -160.000
67.000 3600.030 15 42 -160.000
68.000 3600.030 13 62 -160.000
69.000 3600.030 23 47 -160.000
70.000 3600.030 11 43 -160.000
71.000 3600.030 15 47 -160.000
72.000 3600.030 6 39 -160.000
73.000 3600.030 17 36 -160.000
74.000 3600.030 15 38 -160.000
75.000 3600.030 10 27 -160.000
76.000 3600.030 20 37 -160.000
77.000 3600.030 16 36 -160.000
78.000 3600.030 12 46 -160.000
79.000 3600.030 14 39 -160.000
80.000 3600.030 25 48 -160.000
81.000 3600.030 13 51 -160.000
82.000 3600.030 18 47 -160.000
83.000 3600.030 14 56 -160.000
84.000 3600.030 18 62 -160.000
85.000 3600.030 18 53 -160.000
86.000 3600.030 24 52 -160.000
87.000 3600.030 13 55 -160.000
88.000 3600.030 21 36 -160.000
89.000 3600.030 22 55 -160.000
90.000 3600.030 16 48 -160.000
91.000 3600.030 16 34 -160.000
92.000 3600.030 10 38 -160.000
93.000 3600.030 19 38 -160.000
94.000 3600.030 18 32 -160.000
95.000 3600.030 14 42 -160.000
96.000 3600.030 21 47 -160.000
97.000 3600.030 13 58 -160.000
98.000 3600.030 17 52 -160.000
99.000 3600.030 14 64 -160.000
100.000 3600.030 18 45 -160.000
101.000 3600.030 22 62 -160.000
102.000 3600.030 14 46 -160.000
103.000 3600.030 19 34 -160.000
104.000 3600.030 12 41 -160.000
105.000 3600.030 18 44 -160.000
106.000 3600.030 21 42 -160.000
107.000 3600.030 13 31 -160.000
108.000 3600.030 21 45 -160.000
109.000 3600.030 17 45 -160.000
110.000 3600.030 11 40 -160.000
111.000 3600.030 16 51 -160.000
112.000 3600.030 20 48 -160.000
113.000 3600.030 17 34 -160.000
114.000 3600.030 11 35 -160.000
115.000 3600.030 13 53 -160.000
116.000 3600.030 14 51 -160.000
117.000 3600.030 13 38 -160.000
118.000 3600.030 15 43 -160.000
119.000 3600.030 16 32 -160.000
120.000 3600.030 20 43 -160.000
121.000 3600.030 14 38 -160.000
122.000 3600.030 26 48 -160.000
123.000 3600.030 16 42 -160.000
124.000 3600.030 16 47 -160.000
125.000 3600.030 15 39 -160.000
126.000 3600.030 21 49 -160.000
127.000 3600.030 15 34 -160.000
128.000 3600.030 23 47 -160.000
129.000 3600.030 16 49 -160.000
130.000 3600.030 10 45 -160.000
131.000 3600.030 10 52 -160.000
132.000 3600.030 17 42 -160.000
133.000 3600.030 18 36 -160.000
134.000 3600.030 19 28 -160.000
135.000 3600.030 24 34 -160.000
136.000 3600.030 18 38 -160.000
137.000 3600.030 20 35 -160.000
138.000 3600.030 15 37 -160.000
