# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 71 8062 630641 7955 3763826430 8133 0.0000000 0.0000000 108.2998050 15.6968750
-1.5000000 60.0 110 8038 626913 7895 3763826495 8148 0.0000000 0.0000000 108.2998050 15.6968750
-1.2500000 60.0 292 7940 666958 7946 3763826559 8232 0.0000000 0.0000000 108.2998050 15.6968750
-1.0000000 60.0 526 7944 716365 8077 3763826623 8470 0.0000000 0.0000000 108.2998050 15.6968750
-0.7500000 60.0 686 8090 699463 7983 3763826687 8776 0.0000000 0.0000000 108.2998050 15.6968750
-0.5000000 60.0 735 8070 703680 7990 3763826752 8805 0.0000000 0.0000000 108.2998050 15.6968750
-0.2500000 60.0 573 7885 704815 8074 3763826816 8458 0.0000000 0.0000000 108.2998050 15.6968750
0.0000000 60.0 414 8114 660653 7928 3763826880 8528 0.0000000 0.0000000 108.2998050 15.6968750
0.2500000 60.0 180 8003 641998 8005 3763826944 8183 0.0000000 0.0000000 108.2998050 15.6968750
0.5000000 60.0 76 7951 618657 8138 3763827008 8027 0.0000000 0.0000000 108.2998050 15.6968750
0.7500000 60.0 113 7907 631346 7960 3763827072 8020 0.0000000 0.0000000 108.2998050 15.6968750
1.0000000 60.0 282 7955 651548 8044 3763827137 8237 0.0000000 0.0000000 108.2998050 15.6968750
1.2500000 60.0 492 7922 651042 7921 3763827201 8414 0.0000000 0.0000000 108.2998050 15.6968750
1.5000000 60.0 622 7868 652730 8019 3763827265 8490 0.0000000 0.0000000 108.2998050 15.6968750
1.7500000 60.0 685 8005 648825 7797 3763827329 8690 0.0000000 0.0000000 108.2998050 15.6968750
