# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 89 7830 630349 8077 3763852335 7919 0.0000000 0.0000000 109.1254880 15.5343750
-1.5000000 60.0 132 7940 649458 7969 3763852399 8072 0.0000000 0.0000000 109.1254880 15.5343750
-1.2500000 60.0 335 7810 670885 7855 3763852463 8145 0.0000000 0.0000000 109.1254880 15.5343750
-1.0000000 60.0 521 7843 632654 8086 3763852527 8364 0.0000000 0.0000000 109.1254880 15.5343750
-0.7500000 60.0 679 7902 616480 7999 3763852592 8581 0.0000000 0.0000000 109.1254880 15.5343750
-0.5000000 60.0 649 7942 611540 7961 3763852656 8591 0.0000000 0.0000000 109.1254880 15.5343750
-0.2500000 60.0 524 7860 709562 7770 3763852720 8384 0.0000000 0.0000000 109.1254880 15.5343750
0.0000000 60.0 324 7909 637293 7810 3763852784 8233 0.0000000 0.0000000 109.1254880 15.5343750
0.2500000 60.0 127 8050 622563 8036 3763852849 8177 0.0000000 0.0000000 109.1254880 15.5343750
0.5000000 60.0 76 7804 614810 7936 3763852913 7880 0.0000000 0.0000000 109.1254880 15.5343750
0.7500000 60.0 121 7965 641935 7885 3763852977 8086 0.0000000 0.0000000 109.1254880 15.5343750
1.0000000 60.0 333 7948 644688 7776 3763853041 8281 0.0000000 0.0000000 109.1254880 15.5343750
1.2500000 60.0 524 7823 625257 7870 3763853106 8347 0.0000000 0.0000000 109.1254880 15.5343750
1.5000000 60.0 704 7902 603044 7818 3763853170 8606 0.0000000 0.0000000 109.1254880 15.5343750
1.7500000 60.0 663 7916 654656 7872 3763853234 8579 0.0000000 0.0000000 109.1254880 15.5343750
