# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 92 7410 649568 7913 3763873541 7502 0.0000000 0.0000000 109.7998050 14.7125000
-1.5000000 60.0 95 7451 671058 8168 3763873605 7546 0.0000000 0.0000000 109.7998050 14.7125000
-1.2500000 60.0 269 7320 700339 8079 3763873669 7589 0.0000000 0.0000000 109.7998050 14.7125000
-1.0000000 60.0 478 7386 633746 7891 3763873734 7864 0.0000000 0.0000000 109.7998050 14.7125000
-0.7500000 60.0 689 7492 614670 7886 3763873798 8181 0.0000000 0.0000000 109.7998050 14.7125000
-0.5000000 60.0 797 7434 618452 7864 3763873862 8231 0.0000000 0.0000000 109.7998050 14.7125000
-0.2500000 60.0 741 7507 670465 7881 3763873926 8248 0.0000000 0.0000000 109.7998050 14.7125000
0.0000000 60.0 506 7371 632038 7847 3763873991 7877 0.0000000 0.0000000 109.7998050 14.7125000
0.2500000 60.0 288 7419 626087 7840 3763874055 7707 0.0000000 0.0000000 109.7998050 14.7125000
0.5000000 60.0 95 7355 639219 7927 3763874119 7450 0.0000000 0.0000000 109.7998050 14.7125000
0.7500000 60.0 100 7526 691290 7899 3763874184 7626 0.0000000 0.0000000 109.7998050 14.7125000
1.0000000 60.0 237 7563 684584 7876 3763874248 7800 0.0000000 0.0000000 109.7998050 14.7125000
1.2500000 60.0 491 7383 625760 7968 3763874312 7874 0.0000000 0.0000000 109.7998050 14.7125000
1.5000000 60.0 706 7383 606049 7894 3763874377 8089 0.0000000 0.0000000 109.7998050 14.7125000
1.7500000 60.0 791 7481 656325 7966 3763874441 8272 0.0000000 0.0000000 109.7998050 14.7125000
