#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.988525 20.0 377 3002 135292 641 3777097285 3379 0.000000 0.000000
-1.801758 20.0 297 3002 135292 627 3777097312 3299 0.000000 0.000000
-1.614990 20.0 288 3002 135292 619 3777097340 3290 0.000000 0.000000
-1.395264 20.0 279 3002 135292 668 3777097368 3281 0.000000 0.000000
-1.208496 20.0 320 3002 135292 724 3777097395 3322 0.000000 0.000000
-0.999756 20.0 350 3002 135292 840 3777097423 3352 0.000000 0.000000
-0.812988 20.0 389 3002 135292 858 3777097450 3391 0.000000 0.000000
-0.604248 20.0 433 3002 135292 981 3777097478 3435 0.000000 0.000000
-0.395508 20.0 440 3002 135292 872 3777097506 3442 0.000000 0.000000
-0.197754 20.0 423 3002 135292 899 3777097533 3425 0.000000 0.000000
0.010986 20.0 388 3002 135292 726 3777097561 3390 0.000000 0.000000
0.186768 20.0 339 3002 135292 660 3777097588 3341 0.000000 0.000000
0.406494 20.0 264 3002 135292 607 3777097616 3266 0.000000 0.000000
0.604248 20.0 260 3002 135292 563 3777097644 3262 0.000000 0.000000
0.802002 20.0 257 3002 135292 715 3777097671 3259 0.000000 0.000000
0.999756 20.0 300 3002 135292 768 3777097699 3302 0.000000 0.000000
1.197510 20.0 358 3002 135292 897 3777097727 3360 0.000000 0.000000
1.384277 20.0 416 3002 135292 917 3777097755 3418 0.000000 0.000000
1.604004 20.0 414 3002 135292 917 3777097782 3416 0.000000 0.000000
1.790771 20.0 420 3002 135292 915 3777097810 3422 0.000000 0.000000
1.999512 20.0 391 3002 135292 786 3777097838 3393 0.000000 0.000000
