# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 380 8268 375577 10233 3770981267 8648 0.0000000 0.0000000 -0.7470700
-0.0858680 60.0 110 8188 375646 10188 3770981394 8298 0.0000000 0.0000000 -0.7470700
-0.0717360 60.0 68 8076 376345 10143 3770981521 8144 0.0000000 0.0000000 -0.7470700
-0.0646700 60.0 142 8267 375787 10234 3770981648 8409 0.0000000 0.0000000 -0.7470700
-0.0505380 60.0 452 8195 375780 10180 3770981775 8647 0.0000000 0.0000000 -0.7470700
-0.0364060 60.0 721 8154 375407 10036 3770981902 8875 0.0000000 0.0000000 -0.7470700
-0.0222740 60.0 984 8195 375060 10220 3770982029 9179 0.0000000 0.0000000 -0.7470700
-0.0081420 60.0 1082 7943 375294 10221 3770982156 9025 0.0000000 0.0000000 -0.7470700
0.0059900 60.0 886 8129 374837 10297 3770982283 9015 0.0000000 0.0000000 -0.7470700
0.0201220 60.0 552 8201 375601 10142 3770982410 8753 0.0000000 0.0000000 -0.7470700
0.0342540 60.0 229 8080 374873 10265 3770982537 8309 0.0000000 0.0000000 -0.7470700
0.0483860 60.0 53 8241 375481 10105 3770982664 8294 0.0000000 0.0000000 -0.7470700
0.0625180 60.0 109 8142 375354 10309 3770982791 8251 0.0000000 0.0000000 -0.7470700
0.0766500 60.0 348 7993 375270 10212 3770982918 8341 0.0000000 0.0000000 -0.7470700
0.0907820 60.0 701 8098 375548 10131 3770983045 8799 0.0000000 0.0000000 -0.7470700
0.1049140 60.0 949 8078 375705 10297 3770983172 9027 0.0000000 0.0000000 -0.7470700
