# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 263 8979 371836 9822 3771050632 9242 0.0000000 0.0000000 1.5930180
-0.0858680 60.0 72 8746 372214 9930 3771050760 8818 0.0000000 0.0000000 1.5930180
-0.0717360 60.0 67 8875 371872 9923 3771050887 8942 0.0000000 0.0000000 1.5930180
-0.0646700 60.0 101 8766 372449 9794 3771051014 8867 0.0000000 0.0000000 1.5930180
-0.0505380 60.0 354 8669 372869 9910 3771051142 9023 0.0000000 0.0000000 1.5930180
-0.0364060 60.0 647 8821 372400 9988 3771051269 9468 0.0000000 0.0000000 1.5930180
-0.0222740 60.0 826 8767 371599 9735 3771051397 9593 0.0000000 0.0000000 1.5930180
-0.0081420 60.0 831 8737 373071 9762 3771051524 9568 0.0000000 0.0000000 1.5930180
0.0059900 60.0 699 8890 371434 9815 3771051651 9589 0.0000000 0.0000000 1.5930180
0.0201220 60.0 431 8724 371732 9816 3771051779 9155 0.0000000 0.0000000 1.5930180
0.0342540 60.0 174 8881 371801 9931 3771051906 9055 0.0000000 0.0000000 1.5930180
0.0483860 60.0 46 8719 372120 9777 3771052034 8765 0.0000000 0.0000000 1.5930180
0.0625180 60.0 104 8761 372646 9993 3771052161 8865 0.0000000 0.0000000 1.5930180
0.0766500 60.0 340 8850 371923 9755 3771052288 9190 0.0000000 0.0000000 1.5930180
0.0907820 60.0 623 8878 372059 10039 3771052416 9501 0.0000000 0.0000000 1.5930180
0.1049140 60.0 839 8876 372695 9957 3771052543 9715 0.0000000 0.0000000 1.5930180
