# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 245 9692 375684 10000 3770987251 9937 0.0000000 0.0000000 -0.4943850
-0.0858680 60.0 64 9590 375779 10115 3770987378 9654 0.0000000 0.0000000 -0.4943850
-0.0717360 60.0 46 9525 375833 10078 3770987505 9571 0.0000000 0.0000000 -0.4943850
-0.0646700 60.0 107 9841 375705 10126 3770987632 9948 0.0000000 0.0000000 -0.4943850
-0.0505380 60.0 299 9672 376115 10317 3770987759 9971 0.0000000 0.0000000 -0.4943850
-0.0364060 60.0 516 9711 375811 10189 3770987886 10227 0.0000000 0.0000000 -0.4943850
-0.0222740 60.0 690 9749 375614 10031 3770988013 10439 0.0000000 0.0000000 -0.4943850
-0.0081420 60.0 715 9755 375312 10271 3770988140 10470 0.0000000 0.0000000 -0.4943850
0.0059900 60.0 552 9619 376160 10096 3770988267 10171 0.0000000 0.0000000 -0.4943850
0.0201220 60.0 354 9541 376235 10218 3770988394 9895 0.0000000 0.0000000 -0.4943850
0.0342540 60.0 143 9604 375403 10108 3770988521 9747 0.0000000 0.0000000 -0.4943850
0.0483860 60.0 50 9691 375080 10255 3770988648 9741 0.0000000 0.0000000 -0.4943850
0.0625180 60.0 77 9698 375740 10084 3770988775 9775 0.0000000 0.0000000 -0.4943850
0.0766500 60.0 250 10005 375834 10327 3770988902 10255 0.0000000 0.0000000 -0.4943850
0.0907820 60.0 499 9638 374845 10144 3770989029 10137 0.0000000 0.0000000 -0.4943850
0.1049140 60.0 671 9586 376123 10057 3770989156 10257 0.0000000 0.0000000 -0.4943850
