# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 455 6750 372266 10136 3771038631 7205 0.0000000 0.0000000 1.0656740
-0.0858680 60.0 143 6722 373126 10090 3771038758 6865 0.0000000 0.0000000 1.0656740
-0.0717360 60.0 101 6852 372841 10208 3771038886 6953 0.0000000 0.0000000 1.0656740
-0.0646700 60.0 168 6650 372333 10029 3771039013 6818 0.0000000 0.0000000 1.0656740
-0.0505380 60.0 498 6712 372611 10159 3771039140 7210 0.0000000 0.0000000 1.0656740
-0.0364060 60.0 1009 6820 371779 10032 3771039268 7829 0.0000000 0.0000000 1.0656740
-0.0222740 60.0 1294 6914 372561 10026 3771039395 8208 0.0000000 0.0000000 1.0656740
-0.0081420 60.0 1408 6716 371764 10090 3771039522 8124 0.0000000 0.0000000 1.0656740
0.0059900 60.0 1108 6721 371776 10106 3771039650 7829 0.0000000 0.0000000 1.0656740
0.0201220 60.0 739 6776 371660 10015 3771039777 7515 0.0000000 0.0000000 1.0656740
0.0342540 60.0 317 6881 371744 10212 3771039904 7198 0.0000000 0.0000000 1.0656740
0.0483860 60.0 83 6886 373168 10124 3771040031 6969 0.0000000 0.0000000 1.0656740
0.0625180 60.0 153 6843 372968 9997 3771040159 6996 0.0000000 0.0000000 1.0656740
0.0766500 60.0 547 6935 371689 9958 3771040286 7482 0.0000000 0.0000000 1.0656740
0.0907820 60.0 934 6874 373287 9959 3771040413 7808 0.0000000 0.0000000 1.0656740
0.1049140 60.0 1291 6738 372304 10086 3771040541 8029 0.0000000 0.0000000 1.0656740
