# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 394 20553 744143 20459 3771010206 20947 0.0000000 0.0000000 0.1647950
-0.0858680 120.0 128 20492 744365 20366 3771010453 20620 0.0000000 0.0000000 0.1647950
-0.0717360 120.0 86 20795 743752 20365 3771010700 20881 0.0000000 0.0000000 0.1647950
-0.0646700 120.0 168 20498 744560 20486 3771010947 20666 0.0000000 0.0000000 0.1647950
-0.0505380 120.0 560 20687 745078 20259 3771011194 21247 0.0000000 0.0000000 0.1647950
-0.0364060 120.0 940 20761 743427 20355 3771011441 21701 0.0000000 0.0000000 0.1647950
-0.0222740 120.0 1209 20567 744095 20327 3771011688 21776 0.0000000 0.0000000 0.1647950
-0.0081420 120.0 1278 20983 745005 20625 3771011935 22261 0.0000000 0.0000000 0.1647950
0.0059900 120.0 1132 20673 744736 20519 3771012182 21805 0.0000000 0.0000000 0.1647950
0.0201220 120.0 682 20515 744832 20430 3771012429 21197 0.0000000 0.0000000 0.1647950
0.0342540 120.0 282 20453 744241 20690 3771012676 20735 0.0000000 0.0000000 0.1647950
0.0483860 120.0 67 20648 744997 20403 3771012923 20715 0.0000000 0.0000000 0.1647950
0.0625180 120.0 159 20525 743461 20633 3771013170 20684 0.0000000 0.0000000 0.1647950
0.0766500 120.0 486 20858 743787 20587 3771013417 21344 0.0000000 0.0000000 0.1647950
0.0907820 120.0 929 20484 744033 20418 3771013664 21413 0.0000000 0.0000000 0.1647950
0.1049140 120.0 1223 20668 744629 20529 3771013911 21891 0.0000000 0.0000000 0.1647950
