* begin:	25/08/2023 18:53:46
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2.cfg
*
* no cfg file, sc file created manually
* 0	-2.9992676	0.0	2096	0	0	6077	3775827295	8173	0.0000000	0.0000000
* Date: 25/08/2023	Time: 18:54
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 3.000000	BinCount: 102	measured time (s): 64.920000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	64.92	9	21
1	3.00	64.92	19	77
2	6.00	64.92	20	61
3	9.00	64.92	17	49
4	12.00	64.92	18	48
5	15.00	64.92	14	63
6	18.00	64.92	21	50
7	21.00	64.92	25	72
8	24.00	64.92	26	49
9	27.00	64.92	12	56
10	30.00	64.92	19	54
11	33.00	64.92	23	55
12	36.00	64.92	19	56
13	39.00	64.92	26	53
14	42.00	64.92	19	62
15	45.00	64.92	21	69
16	48.00	64.92	16	60
17	51.00	64.92	29	49
18	54.00	64.92	23	52
19	57.00	64.92	23	59
20	60.00	64.92	26	66
21	63.00	64.92	13	59
22	66.00	64.92	24	46
23	69.00	64.92	20	61
24	72.00	64.92	25	61
25	75.00	64.92	15	69
26	78.00	64.92	14	59
27	81.00	64.92	16	59
28	84.00	64.92	16	54
29	87.00	64.92	22	66
30	90.00	64.92	19	59
31	93.00	64.92	18	57
32	96.00	64.92	28	52
33	99.00	64.92	25	57
34	102.00	64.92	18	51
35	105.00	64.92	20	64
36	108.00	64.92	19	58
37	111.00	64.92	23	56
38	114.00	64.92	22	47
39	117.00	64.92	23	60
40	120.00	64.92	17	51
41	123.00	64.92	22	68
42	126.00	64.92	24	38
43	129.00	64.92	23	72
44	132.00	64.92	28	64
45	135.00	64.92	25	54
46	138.00	64.92	13	70
47	141.00	64.92	23	57
48	144.00	64.92	14	71
49	147.00	64.92	14	62
50	150.00	64.92	32	56
51	153.00	64.92	14	63
52	156.00	64.92	17	53
53	159.00	64.92	16	59
54	162.00	64.92	20	80
55	165.00	64.92	17	65
56	168.00	64.92	28	61
57	171.00	64.92	26	67
58	174.00	64.92	26	58
59	177.00	64.92	24	60
60	180.00	64.92	28	52
61	183.00	64.92	24	46
62	186.00	64.92	28	53
63	189.00	64.92	21	76
64	192.00	64.92	26	47
65	195.00	64.92	12	58
66	198.00	64.92	20	75
67	201.00	64.92	20	65
68	204.00	64.92	22	69
69	207.00	64.92	25	69
70	210.00	64.92	23	74
71	213.00	64.92	22	55
72	216.00	64.92	27	84
73	219.00	64.92	18	58
74	222.00	64.92	25	67
75	225.00	64.92	18	64
76	228.00	64.92	21	64
77	231.00	64.92	21	62
78	234.00	64.92	20	61
79	237.00	64.92	19	54
80	240.00	64.92	20	67
81	243.00	64.92	14	60
82	246.00	64.92	24	56
83	249.00	64.92	20	49
84	252.00	64.92	25	66
85	255.00	64.92	19	59
86	258.00	64.92	18	73
87	261.00	64.92	21	74
88	264.00	64.92	21	70
89	267.00	64.92	20	58
90	270.00	64.92	20	53
91	273.00	64.92	20	50
92	276.00	64.92	23	61
93	279.00	64.92	12	57
94	282.00	64.92	18	61
95	285.00	64.92	21	48
96	288.00	64.92	21	75
97	291.00	64.92	13	67
98	294.00	64.92	19	47
99	297.00	64.92	24	62
100	300.00	64.92	18	53
101	303.00	64.92	17	53
* end: 25/08/2023 18:54:56
