* begin:	07/09/2023 15:23:34
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_delay.cfg
*
* no cfg file, sc file created manually
* 0	1.9995117	10.0	6363	2269	61043	11745	3776938073	8632	0.0000000	0.0000000
* Date: 07/09/2023	Time: 15:27
* Pulsetime (탎):0.000003	Looptime (탎): 404.000000	BinWidth (탎): 3.000000	BinCount: 135	measured time (s): 255.483000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	255.48	22	50
1	3.00	255.48	37	84
2	6.00	255.48	25	67
3	9.00	255.48	38	53
4	12.00	255.48	43	43
5	15.00	255.48	35	39
6	18.00	255.48	40	50
7	21.00	255.48	37	46
8	24.00	255.48	56	62
9	27.00	255.48	42	65
10	30.00	255.48	51	104
11	33.00	255.48	47	80
12	36.00	255.48	45	104
13	39.00	255.48	64	81
14	42.00	255.48	67	105
15	45.00	255.48	54	136
16	48.00	255.48	59	145
17	51.00	255.48	50	136
18	54.00	255.48	73	140
19	57.00	255.48	52	141
20	60.00	255.48	59	128
21	63.00	255.48	52	142
22	66.00	255.48	57	116
23	69.00	255.48	61	112
24	72.00	255.48	49	92
25	75.00	255.48	65	114
26	78.00	255.48	53	98
27	81.00	255.48	34	95
28	84.00	255.48	41	73
29	87.00	255.48	37	66
30	90.00	255.48	33	58
31	93.00	255.48	37	50
32	96.00	255.48	41	68
33	99.00	255.48	51	33
34	102.00	255.48	31	51
35	105.00	255.48	30	52
36	108.00	255.48	44	60
37	111.00	255.48	49	43
38	114.00	255.48	47	46
39	117.00	255.48	53	48
40	120.00	255.48	42	52
41	123.00	255.48	37	64
42	126.00	255.48	51	88
43	129.00	255.48	43	85
44	132.00	255.48	52	91
45	135.00	255.48	38	108
46	138.00	255.48	51	112
47	141.00	255.48	48	118
48	144.00	255.48	47	134
49	147.00	255.48	36	110
50	150.00	255.48	43	145
51	153.00	255.48	45	139
52	156.00	255.48	40	135
53	159.00	255.48	27	128
54	162.00	255.48	36	152
55	165.00	255.48	55	136
56	168.00	255.48	63	110
57	171.00	255.48	45	105
58	174.00	255.48	48	103
59	177.00	255.48	69	101
60	180.00	255.48	50	73
61	183.00	255.48	42	82
62	186.00	255.48	52	57
63	189.00	255.48	49	72
64	192.00	255.48	44	49
65	195.00	255.48	57	60
66	198.00	255.48	52	59
67	201.00	255.48	35	58
68	204.00	255.48	41	75
69	207.00	255.48	45	63
70	210.00	255.48	45	72
71	213.00	255.48	46	78
72	216.00	255.48	42	90
73	219.00	255.48	50	81
74	222.00	255.48	57	105
75	225.00	255.48	45	99
76	228.00	255.48	55	100
77	231.00	255.48	46	81
78	234.00	255.48	46	108
79	237.00	255.48	44	62
80	240.00	255.48	55	77
81	243.00	255.48	49	88
82	246.00	255.48	40	71
83	249.00	255.48	39	91
84	252.00	255.48	50	86
85	255.00	255.48	41	86
86	258.00	255.48	45	89
87	261.00	255.48	49	96
88	264.00	255.48	39	69
89	267.00	255.48	40	86
90	270.00	255.48	47	95
91	273.00	255.48	43	84
92	276.00	255.48	46	87
93	279.00	255.48	34	88
94	282.00	255.48	52	97
95	285.00	255.48	51	79
96	288.00	255.48	50	90
97	291.00	255.48	41	86
98	294.00	255.48	38	77
99	297.00	255.48	43	96
100	300.00	255.48	55	91
101	303.00	255.48	38	68
102	306.00	255.48	35	89
103	309.00	255.48	47	85
104	312.00	255.48	45	91
105	315.00	255.48	42	85
106	318.00	255.48	40	82
107	321.00	255.48	44	84
108	324.00	255.48	38	61
109	327.00	255.48	34	101
110	330.00	255.48	55	78
111	333.00	255.48	49	105
112	336.00	255.48	50	79
113	339.00	255.48	49	98
114	342.00	255.48	70	65
115	345.00	255.48	53	73
116	348.00	255.48	69	81
117	351.00	255.48	50	89
118	354.00	255.48	59	73
119	357.00	255.48	75	79
120	360.00	255.48	57	106
121	363.00	255.48	66	98
122	366.00	255.48	60	91
123	369.00	255.48	60	78
124	372.00	255.48	50	98
125	375.00	255.48	52	86
126	378.00	255.48	53	104
127	381.00	255.48	56	93
128	384.00	255.48	51	69
129	387.00	255.48	38	81
130	390.00	255.48	44	84
131	393.00	255.48	39	92
132	396.00	255.48	42	79
133	399.00	255.48	43	87
134	402.00	255.48	33	93
* end: 07/09/2023 15:27:54
