* begin:	07/09/2023 21:09:43
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_A1_alpha_ifg.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
* 1	-1.9995117	10.0	372	2269	61043	604	3776958612	2641	0.0000000	0.0000000
* Date: 07/09/2023	Time: 21:10
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 20.003000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	20.00	0	0
1	3.00	20.00	1	0
2	6.00	20.00	1	3
3	9.00	20.00	1	2
4	12.00	20.00	3	4
5	15.00	20.00	6	6
6	18.00	20.00	5	4
7	21.00	20.00	4	3
8	24.00	20.00	5	2
9	27.00	20.00	5	0
10	30.00	20.00	6	5
11	33.00	20.00	4	6
12	36.00	20.00	6	3
13	39.00	20.00	4	2
14	42.00	20.00	3	4
15	45.00	20.00	5	1
16	48.00	20.00	7	0
17	51.00	20.00	5	1
18	54.00	20.00	3	1
19	57.00	20.00	7	2
20	60.00	20.00	1	3
21	63.00	20.00	1	2
22	66.00	20.00	0	1
23	69.00	20.00	1	3
24	72.00	20.00	2	4
25	75.00	20.00	2	5
26	78.00	20.00	2	5
27	81.00	20.00	0	3
28	84.00	20.00	2	4
29	87.00	20.00	3	7
30	90.00	20.00	1	10
31	93.00	20.00	3	16
32	96.00	20.00	1	9
33	99.00	20.00	4	12
34	102.00	20.00	6	12
35	105.00	20.00	0	9
36	108.00	20.00	0	6
37	111.00	20.00	1	5
38	114.00	20.00	4	5
39	117.00	20.00	3	5
40	120.00	20.00	2	1
41	123.00	20.00	4	4
42	126.00	20.00	1	4
43	129.00	20.00	4	3
44	132.00	20.00	2	0
45	135.00	20.00	5	2
46	138.00	20.00	3	4
47	141.00	20.00	5	3
48	144.00	20.00	1	3
49	147.00	20.00	2	2
50	150.00	20.00	5	1
51	153.00	20.00	2	6
52	156.00	20.00	2	3
53	159.00	20.00	0	2
54	162.00	20.00	2	1
55	165.00	20.00	2	3
56	168.00	20.00	2	1
57	171.00	20.00	2	4
58	174.00	20.00	2	4
59	177.00	20.00	3	7
60	180.00	20.00	4	9
61	183.00	20.00	3	8
62	186.00	20.00	0	12
63	189.00	20.00	2	9
64	192.00	20.00	3	8
65	195.00	20.00	0	12
66	198.00	20.00	1	7
67	201.00	20.00	2	15
68	204.00	20.00	4	15
69	207.00	20.00	1	8
70	210.00	20.00	5	11
71	213.00	20.00	1	10
72	216.00	20.00	3	8
73	219.00	20.00	0	7
74	222.00	20.00	4	1
75	225.00	20.00	5	2
76	228.00	20.00	4	1
77	231.00	20.00	2	0
78	234.00	20.00	4	1
79	237.00	20.00	2	3
80	240.00	20.00	3	4
81	243.00	20.00	4	1
82	246.00	20.00	4	5
83	249.00	20.00	3	0
84	252.00	20.00	2	2
85	255.00	20.00	3	3
86	258.00	20.00	1	2
87	261.00	20.00	3	2
88	264.00	20.00	2	3
89	267.00	20.00	1	4
90	270.00	20.00	2	7
91	273.00	20.00	1	3
92	276.00	20.00	4	8
93	279.00	20.00	0	5
94	282.00	20.00	3	3
95	285.00	20.00	2	2
96	288.00	20.00	1	6
97	291.00	20.00	0	1
98	294.00	20.00	2	3
99	297.00	20.00	1	0
100	300.00	20.00	2	11
101	303.00	20.00	0	4
102	306.00	20.00	0	5
103	309.00	20.00	2	4
104	312.00	20.00	0	5
105	315.00	20.00	2	5
106	318.00	20.00	1	4
107	321.00	20.00	1	3
108	324.00	20.00	1	2
109	327.00	20.00	2	2
110	330.00	20.00	2	0
111	333.00	20.00	2	1
112	336.00	20.00	2	2
113	339.00	20.00	2	3
114	342.00	20.00	2	2
115	345.00	20.00	4	1
116	348.00	20.00	5	3
117	351.00	20.00	3	6
118	354.00	20.00	5	3
119	357.00	20.00	6	1
120	360.00	20.00	4	1
121	363.00	20.00	5	3
122	366.00	20.00	2	4
123	369.00	20.00	3	1
124	372.00	20.00	5	3
125	375.00	20.00	3	3
126	378.00	20.00	6	4
127	381.00	20.00	3	6
128	384.00	20.00	4	2
129	387.00	20.00	4	7
130	390.00	20.00	4	5
131	393.00	20.00	1	4
132	396.00	20.00	2	4
133	399.00	20.00	4	1
134	402.00	20.00	1	9
135	405.00	20.00	0	7
136	408.00	20.00	4	4
137	411.00	20.00	2	2
138	414.00	20.00	2	6
139	417.00	20.00	1	3
140	420.00	20.00	4	4
141	423.00	20.00	1	3
