* begin:	09/09/2023 22:33:51
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2+A1_19pt.cfg
*
* no cfg file, sc file created manually
* 0	0.1480000	5.0	45291	370	32001	133146	3777137634	45661	0.0000000	0.0000000
* Date: 09/09/2023	Time: 22:53
* Pulsetime (탎):0.000003	Looptime (탎): 404.000000	BinWidth (탎): 3.000000	BinCount: 135	measured time (s): 1200.018000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.02	175	494
1	3.00	1200.02	365	1033
2	6.00	1200.02	381	1052
3	9.00	1200.02	308	1077
4	12.00	1200.02	334	1071
5	15.00	1200.02	354	1045
6	18.00	1200.02	337	1135
7	21.00	1200.02	329	1050
8	24.00	1200.02	361	1081
9	27.00	1200.02	296	1122
10	30.00	1200.02	326	1061
11	33.00	1200.02	312	1045
12	36.00	1200.02	270	1037
13	39.00	1200.02	246	1078
14	42.00	1200.02	282	1035
15	45.00	1200.02	278	1102
16	48.00	1200.02	274	1015
17	51.00	1200.02	273	1055
18	54.00	1200.02	273	1052
19	57.00	1200.02	306	1085
20	60.00	1200.02	324	1069
21	63.00	1200.02	349	1007
22	66.00	1200.02	333	1065
23	69.00	1200.02	356	1102
24	72.00	1200.02	327	1085
25	75.00	1200.02	318	1057
26	78.00	1200.02	356	1091
27	81.00	1200.02	347	1047
28	84.00	1200.02	384	1114
29	87.00	1200.02	338	987
30	90.00	1200.02	357	1119
31	93.00	1200.02	343	1068
32	96.00	1200.02	319	1093
33	99.00	1200.02	293	1029
34	102.00	1200.02	283	1054
35	105.00	1200.02	229	998
36	108.00	1200.02	241	1057
37	111.00	1200.02	200	965
38	114.00	1200.02	207	1034
39	117.00	1200.02	195	1055
40	120.00	1200.02	209	1186
41	123.00	1200.02	217	1114
42	126.00	1200.02	262	1104
43	129.00	1200.02	278	1104
44	132.00	1200.02	288	1114
45	135.00	1200.02	312	968
46	138.00	1200.02	371	945
47	141.00	1200.02	323	800
48	144.00	1200.02	337	754
49	147.00	1200.02	364	698
50	150.00	1200.02	348	776
51	153.00	1200.02	369	742
52	156.00	1200.02	389	901
53	159.00	1200.02	406	988
54	162.00	1200.02	362	1069
55	165.00	1200.02	328	1053
56	168.00	1200.02	323	1080
57	171.00	1200.02	311	975
58	174.00	1200.02	314	855
59	177.00	1200.02	281	785
60	180.00	1200.02	262	819
61	183.00	1200.02	234	730
62	186.00	1200.02	272	833
63	189.00	1200.02	281	859
64	192.00	1200.02	314	1005
65	195.00	1200.02	319	979
66	198.00	1200.02	334	1110
67	201.00	1200.02	344	957
68	204.00	1200.02	371	999
69	207.00	1200.02	377	782
70	210.00	1200.02	351	715
71	213.00	1200.02	383	585
72	216.00	1200.02	389	588
73	219.00	1200.02	352	601
74	222.00	1200.02	353	629
75	225.00	1200.02	358	624
76	228.00	1200.02	346	809
77	231.00	1200.02	352	928
78	234.00	1200.02	419	1025
79	237.00	1200.02	358	1071
80	240.00	1200.02	313	1057
81	243.00	1200.02	334	997
82	246.00	1200.02	368	973
83	249.00	1200.02	365	925
84	252.00	1200.02	364	926
85	255.00	1200.02	370	933
86	258.00	1200.02	367	964
87	261.00	1200.02	373	1021
88	264.00	1200.02	326	1054
89	267.00	1200.02	325	1062
90	270.00	1200.02	335	1071
91	273.00	1200.02	331	1005
92	276.00	1200.02	356	925
93	279.00	1200.02	352	875
94	282.00	1200.02	380	734
95	285.00	1200.02	376	651
96	288.00	1200.02	382	783
97	291.00	1200.02	330	889
98	294.00	1200.02	362	919
99	297.00	1200.02	358	1040
100	300.00	1200.02	376	1030
101	303.00	1200.02	315	1101
102	306.00	1200.02	356	988
103	309.00	1200.02	371	1028
104	312.00	1200.02	398	1002
105	315.00	1200.02	375	964
106	318.00	1200.02	393	1064
107	321.00	1200.02	358	1082
108	324.00	1200.02	355	1080
109	327.00	1200.02	381	1022
110	330.00	1200.02	342	1015
111	333.00	1200.02	359	1012
112	336.00	1200.02	380	1043
113	339.00	1200.02	360	1085
114	342.00	1200.02	371	1025
115	345.00	1200.02	340	1106
116	348.00	1200.02	366	1061
117	351.00	1200.02	352	1061
118	354.00	1200.02	340	1059
119	357.00	1200.02	346	1037
120	360.00	1200.02	359	1038
121	363.00	1200.02	372	1035
122	366.00	1200.02	370	1074
123	369.00	1200.02	392	1089
124	372.00	1200.02	367	1055
125	375.00	1200.02	381	1063
126	378.00	1200.02	349	1065
127	381.00	1200.02	380	1027
128	384.00	1200.02	368	1106
129	387.00	1200.02	358	1010
130	390.00	1200.02	377	1059
131	393.00	1200.02	388	1046
132	396.00	1200.02	386	1030
133	399.00	1200.02	365	1046
134	402.00	1200.02	371	1078
* end: 09/09/2023 22:53:57
