* begin:	25/08/2023 18:42:43
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_A1.cfg
*
* no cfg file, sc file created manually
* 0	-2.9992676	0.0	1681	0	0	3750	3775826666	5431	0.0000000	0.0000000
* Date: 25/08/2023	Time: 18:44
* Pulsetime (탎):0.000003	Looptime (탎): 301.000000	BinWidth (탎): 3.000000	BinCount: 101	measured time (s): 98.925000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	98.92	5	16
1	3.00	98.92	15	62
2	6.00	98.92	25	65
3	9.00	98.92	16	51
4	12.00	98.92	16	59
5	15.00	98.92	21	73
6	18.00	98.92	24	64
7	21.00	98.92	21	51
8	24.00	98.92	20	67
9	27.00	98.92	20	57
10	30.00	98.92	17	54
11	33.00	98.92	19	51
12	36.00	98.92	30	39
13	39.00	98.92	24	24
14	42.00	98.92	17	38
15	45.00	98.92	19	26
16	48.00	98.92	15	25
17	51.00	98.92	7	20
18	54.00	98.92	12	13
19	57.00	98.92	13	19
20	60.00	98.92	8	20
21	63.00	98.92	15	24
22	66.00	98.92	14	16
23	69.00	98.92	9	20
24	72.00	98.92	11	25
25	75.00	98.92	11	21
26	78.00	98.92	10	10
27	81.00	98.92	12	23
28	84.00	98.92	18	30
29	87.00	98.92	13	16
30	90.00	98.92	14	39
31	93.00	98.92	16	25
32	96.00	98.92	11	54
33	99.00	98.92	19	45
34	102.00	98.92	25	36
35	105.00	98.92	18	45
36	108.00	98.92	28	67
37	111.00	98.92	28	61
38	114.00	98.92	28	69
39	117.00	98.92	21	56
40	120.00	98.92	24	69
41	123.00	98.92	18	55
42	126.00	98.92	32	51
43	129.00	98.92	13	52
44	132.00	98.92	20	60
45	135.00	98.92	23	53
46	138.00	98.92	18	38
47	141.00	98.92	23	31
48	144.00	98.92	24	37
49	147.00	98.92	9	18
50	150.00	98.92	15	24
51	153.00	98.92	16	29
52	156.00	98.92	18	18
53	159.00	98.92	15	23
54	162.00	98.92	16	27
55	165.00	98.92	16	21
56	168.00	98.92	8	26
57	171.00	98.92	8	20
58	174.00	98.92	16	15
59	177.00	98.92	14	23
60	180.00	98.92	15	24
61	183.00	98.92	11	23
62	186.00	98.92	12	28
63	189.00	98.92	9	32
64	192.00	98.92	15	23
65	195.00	98.92	13	39
66	198.00	98.92	23	49
67	201.00	98.92	19	39
68	204.00	98.92	26	59
69	207.00	98.92	21	51
70	210.00	98.92	29	60
71	213.00	98.92	29	69
72	216.00	98.92	28	50
73	219.00	98.92	20	61
74	222.00	98.92	31	71
75	225.00	98.92	23	63
76	228.00	98.92	25	72
77	231.00	98.92	18	47
78	234.00	98.92	15	54
79	237.00	98.92	17	39
80	240.00	98.92	16	40
81	243.00	98.92	13	32
82	246.00	98.92	15	39
83	249.00	98.92	14	18
84	252.00	98.92	16	18
85	255.00	98.92	14	24
86	258.00	98.92	7	19
87	261.00	98.92	13	18
88	264.00	98.92	12	28
89	267.00	98.92	6	23
90	270.00	98.92	13	18
91	273.00	98.92	14	14
92	276.00	98.92	8	24
93	279.00	98.92	15	17
94	282.00	98.92	11	20
95	285.00	98.92	8	22
96	288.00	98.92	9	30
97	291.00	98.92	10	21
98	294.00	98.92	8	32
99	297.00	98.92	19	40
100	300.00	98.92	10	34
* end: 25/08/2023 18:44:27
