* begin:	08/09/2023 01:10:12
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_alpha_ifg.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
* 1	-1.9885254	10.0	316	2269	61043	480	3776973041	2585	0.0000000	0.0000000
* Date: 08/09/2023	Time: 01:10
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 20.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	20.00	0	0
1	3.00	20.00	1	3
2	6.00	20.00	2	4
3	9.00	20.00	3	3
4	12.00	20.00	5	2
5	15.00	20.00	0	3
6	18.00	20.00	2	3
7	21.00	20.00	6	3
8	24.00	20.00	2	3
9	27.00	20.00	2	1
10	30.00	20.00	2	3
11	33.00	20.00	1	3
12	36.00	20.00	2	2
13	39.00	20.00	4	2
14	42.00	20.00	1	5
15	45.00	20.00	1	2
16	48.00	20.00	3	2
17	51.00	20.00	3	4
18	54.00	20.00	2	1
19	57.00	20.00	0	0
20	60.00	20.00	2	6
21	63.00	20.00	0	2
22	66.00	20.00	2	0
23	69.00	20.00	1	1
24	72.00	20.00	0	2
25	75.00	20.00	1	0
26	78.00	20.00	2	2
27	81.00	20.00	4	5
28	84.00	20.00	1	5
29	87.00	20.00	5	5
30	90.00	20.00	1	4
31	93.00	20.00	5	2
32	96.00	20.00	1	4
33	99.00	20.00	3	8
34	102.00	20.00	2	3
35	105.00	20.00	1	1
36	108.00	20.00	1	3
37	111.00	20.00	2	5
38	114.00	20.00	2	6
39	117.00	20.00	1	2
40	120.00	20.00	1	2
41	123.00	20.00	1	3
42	126.00	20.00	4	6
43	129.00	20.00	0	4
44	132.00	20.00	1	1
45	135.00	20.00	3	2
46	138.00	20.00	4	3
47	141.00	20.00	2	7
48	144.00	20.00	2	1
49	147.00	20.00	2	1
50	150.00	20.00	1	3
51	153.00	20.00	1	1
52	156.00	20.00	1	3
53	159.00	20.00	1	4
54	162.00	20.00	1	6
55	165.00	20.00	2	1
56	168.00	20.00	1	3
57	171.00	20.00	0	2
58	174.00	20.00	4	1
59	177.00	20.00	1	4
60	180.00	20.00	2	5
61	183.00	20.00	1	4
62	186.00	20.00	4	10
63	189.00	20.00	4	2
64	192.00	20.00	3	4
65	195.00	20.00	2	2
66	198.00	20.00	2	5
67	201.00	20.00	5	4
68	204.00	20.00	4	3
69	207.00	20.00	0	2
70	210.00	20.00	5	5
71	213.00	20.00	3	2
72	216.00	20.00	3	6
73	219.00	20.00	4	6
74	222.00	20.00	6	5
75	225.00	20.00	2	6
76	228.00	20.00	2	4
77	231.00	20.00	2	3
78	234.00	20.00	4	3
79	237.00	20.00	3	3
80	240.00	20.00	2	3
81	243.00	20.00	2	7
82	246.00	20.00	4	2
83	249.00	20.00	3	3
84	252.00	20.00	0	4
85	255.00	20.00	2	4
86	258.00	20.00	1	1
87	261.00	20.00	3	4
88	264.00	20.00	3	8
89	267.00	20.00	3	4
90	270.00	20.00	3	1
91	273.00	20.00	2	4
92	276.00	20.00	2	0
93	279.00	20.00	0	2
94	282.00	20.00	2	3
95	285.00	20.00	4	3
96	288.00	20.00	0	3
97	291.00	20.00	2	5
98	294.00	20.00	0	5
99	297.00	20.00	3	2
100	300.00	20.00	3	5
101	303.00	20.00	7	6
102	306.00	20.00	2	6
103	309.00	20.00	3	5
104	312.00	20.00	1	2
105	315.00	20.00	4	6
106	318.00	20.00	1	2
107	321.00	20.00	1	2
108	324.00	20.00	4	5
109	327.00	20.00	5	3
110	330.00	20.00	4	4
111	333.00	20.00	1	1
112	336.00	20.00	1	5
113	339.00	20.00	2	2
114	342.00	20.00	0	3
115	345.00	20.00	0	2
116	348.00	20.00	3	4
117	351.00	20.00	0	0
118	354.00	20.00	2	3
119	357.00	20.00	5	3
120	360.00	20.00	3	1
121	363.00	20.00	0	2
122	366.00	20.00	2	1
123	369.00	20.00	6	1
124	372.00	20.00	7	7
125	375.00	20.00	4	2
126	378.00	20.00	1	6
127	381.00	20.00	2	3
128	384.00	20.00	3	6
129	387.00	20.00	3	6
130	390.00	20.00	2	6
131	393.00	20.00	0	1
132	396.00	20.00	3	2
133	399.00	20.00	0	1
134	402.00	20.00	1	4
135	405.00	20.00	0	2
136	408.00	20.00	4	5
137	411.00	20.00	2	2
138	414.00	20.00	1	4
139	417.00	20.00	0	9
140	420.00	20.00	1	6
141	423.00	20.00	1	2
