* begin:	30/08/2023 11:54:16
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2+A1_ifg.cfg
*
* no cfg file, sc file created manually
* 0	3.0102539	20.0	13408	3439	125503	21441	3776235259	38288	0.0000000	0.0000000
* Date: 30/08/2023	Time: 12:14
* Pulsetime (탎):0.000003	Looptime (탎): 401.000000	BinWidth (탎): 3.000000	BinCount: 134	measured time (s): 1200.002000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	49	68
1	3.00	1200.00	94	114
2	6.00	1200.00	120	119
3	9.00	1200.00	115	112
4	12.00	1200.00	125	122
5	15.00	1200.00	136	115
6	18.00	1200.00	150	114
7	21.00	1200.00	123	108
8	24.00	1200.00	127	124
9	27.00	1200.00	137	98
10	30.00	1200.00	113	131
11	33.00	1200.00	100	116
12	36.00	1200.00	118	108
13	39.00	1200.00	100	117
14	42.00	1200.00	85	98
15	45.00	1200.00	97	99
16	48.00	1200.00	106	96
17	51.00	1200.00	90	94
18	54.00	1200.00	98	83
19	57.00	1200.00	88	112
20	60.00	1200.00	100	121
21	63.00	1200.00	116	143
22	66.00	1200.00	87	173
23	69.00	1200.00	98	236
24	72.00	1200.00	93	246
25	75.00	1200.00	94	259
26	78.00	1200.00	84	254
27	81.00	1200.00	83	247
28	84.00	1200.00	90	252
29	87.00	1200.00	88	237
30	90.00	1200.00	94	176
31	93.00	1200.00	89	164
32	96.00	1200.00	99	122
33	99.00	1200.00	113	107
34	102.00	1200.00	97	134
35	105.00	1200.00	93	134
36	108.00	1200.00	107	185
37	111.00	1200.00	96	212
38	114.00	1200.00	102	235
39	117.00	1200.00	91	234
40	120.00	1200.00	89	256
41	123.00	1200.00	92	221
42	126.00	1200.00	84	188
43	129.00	1200.00	99	140
44	132.00	1200.00	108	122
45	135.00	1200.00	90	99
46	138.00	1200.00	119	86
47	141.00	1200.00	91	142
48	144.00	1200.00	84	186
49	147.00	1200.00	94	203
50	150.00	1200.00	94	245
51	153.00	1200.00	97	255
52	156.00	1200.00	103	225
53	159.00	1200.00	94	269
54	162.00	1200.00	80	273
55	165.00	1200.00	102	221
56	168.00	1200.00	94	171
57	171.00	1200.00	122	188
58	174.00	1200.00	112	158
59	177.00	1200.00	104	97
60	180.00	1200.00	106	118
61	183.00	1200.00	102	119
62	186.00	1200.00	99	102
63	189.00	1200.00	82	100
64	192.00	1200.00	78	117
65	195.00	1200.00	97	116
66	198.00	1200.00	98	114
67	201.00	1200.00	75	93
68	204.00	1200.00	116	106
69	207.00	1200.00	112	95
70	210.00	1200.00	113	104
71	213.00	1200.00	126	129
72	216.00	1200.00	134	97
73	219.00	1200.00	129	120
74	222.00	1200.00	129	97
75	225.00	1200.00	127	127
76	228.00	1200.00	116	113
77	231.00	1200.00	145	117
78	234.00	1200.00	130	113
79	237.00	1200.00	108	112
80	240.00	1200.00	105	101
81	243.00	1200.00	100	116
82	246.00	1200.00	95	98
83	249.00	1200.00	92	97
84	252.00	1200.00	99	104
85	255.00	1200.00	88	118
86	258.00	1200.00	105	124
87	261.00	1200.00	89	152
88	264.00	1200.00	102	146
89	267.00	1200.00	91	194
90	270.00	1200.00	91	233
91	273.00	1200.00	88	262
92	276.00	1200.00	85	281
93	279.00	1200.00	86	294
94	282.00	1200.00	103	299
95	285.00	1200.00	90	272
96	288.00	1200.00	100	206
97	291.00	1200.00	110	165
98	294.00	1200.00	89	139
99	297.00	1200.00	101	110
100	300.00	1200.00	105	105
101	303.00	1200.00	90	142
102	306.00	1200.00	82	134
103	309.00	1200.00	76	192
104	312.00	1200.00	102	243
105	315.00	1200.00	97	240
106	318.00	1200.00	113	265
107	321.00	1200.00	77	261
108	324.00	1200.00	100	201
109	327.00	1200.00	87	178
110	330.00	1200.00	98	143
111	333.00	1200.00	91	118
112	336.00	1200.00	110	117
113	339.00	1200.00	100	145
114	342.00	1200.00	89	152
115	345.00	1200.00	99	196
116	348.00	1200.00	94	196
117	351.00	1200.00	93	251
118	354.00	1200.00	88	271
119	357.00	1200.00	98	255
120	360.00	1200.00	99	272
121	363.00	1200.00	83	262
122	366.00	1200.00	93	211
123	369.00	1200.00	96	191
124	372.00	1200.00	84	163
125	375.00	1200.00	101	127
126	378.00	1200.00	111	116
127	381.00	1200.00	103	110
128	384.00	1200.00	103	115
129	387.00	1200.00	97	113
130	390.00	1200.00	84	114
131	393.00	1200.00	89	106
132	396.00	1200.00	100	120
133	399.00	1200.00	89	116
* end: 30/08/2023 12:14:21
