* begin:	07/09/2023 11:16:37
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_A1_delay.cfg
*
* no cfg file, sc file created manually
* 0	1.9995117	10.0	25003	2320	59556	84138	3776924201	27323	0.0000000	0.0000000
* Date: 07/09/2023	Time: 11:36
* Pulsetime (탎):0.000003	Looptime (탎): 404.000000	BinWidth (탎): 3.000000	BinCount: 135	measured time (s): 1200.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	93	325
1	3.00	1200.00	164	620
2	6.00	1200.00	190	628
3	9.00	1200.00	160	662
4	12.00	1200.00	158	627
5	15.00	1200.00	156	618
6	18.00	1200.00	178	663
7	21.00	1200.00	150	589
8	24.00	1200.00	173	687
9	27.00	1200.00	159	670
10	30.00	1200.00	162	598
11	33.00	1200.00	196	602
12	36.00	1200.00	163	605
13	39.00	1200.00	199	639
14	42.00	1200.00	185	665
15	45.00	1200.00	200	665
16	48.00	1200.00	199	648
17	51.00	1200.00	178	635
18	54.00	1200.00	207	655
19	57.00	1200.00	202	649
20	60.00	1200.00	213	617
21	63.00	1200.00	228	608
22	66.00	1200.00	210	547
23	69.00	1200.00	207	623
24	72.00	1200.00	231	639
25	75.00	1200.00	172	604
26	78.00	1200.00	221	692
27	81.00	1200.00	182	678
28	84.00	1200.00	207	743
29	87.00	1200.00	214	716
30	90.00	1200.00	180	670
31	93.00	1200.00	214	628
32	96.00	1200.00	182	627
33	99.00	1200.00	200	639
34	102.00	1200.00	173	587
35	105.00	1200.00	169	569
36	108.00	1200.00	187	558
37	111.00	1200.00	155	531
38	114.00	1200.00	171	600
39	117.00	1200.00	170	559
40	120.00	1200.00	154	555
41	123.00	1200.00	183	522
42	126.00	1200.00	170	519
43	129.00	1200.00	170	541
44	132.00	1200.00	175	500
45	135.00	1200.00	195	542
46	138.00	1200.00	176	603
47	141.00	1200.00	175	615
48	144.00	1200.00	166	653
49	147.00	1200.00	189	632
50	150.00	1200.00	183	651
51	153.00	1200.00	184	653
52	156.00	1200.00	193	627
53	159.00	1200.00	195	677
54	162.00	1200.00	229	708
55	165.00	1200.00	182	682
56	168.00	1200.00	176	712
57	171.00	1200.00	206	723
58	174.00	1200.00	191	704
59	177.00	1200.00	186	720
60	180.00	1200.00	187	700
61	183.00	1200.00	189	684
62	186.00	1200.00	179	711
63	189.00	1200.00	176	672
64	192.00	1200.00	164	679
65	195.00	1200.00	163	642
66	198.00	1200.00	198	657
67	201.00	1200.00	195	611
68	204.00	1200.00	183	600
69	207.00	1200.00	213	595
70	210.00	1200.00	206	560
71	213.00	1200.00	178	568
72	216.00	1200.00	182	554
73	219.00	1200.00	189	583
74	222.00	1200.00	195	514
75	225.00	1200.00	175	516
76	228.00	1200.00	174	519
77	231.00	1200.00	182	541
78	234.00	1200.00	190	532
79	237.00	1200.00	210	519
80	240.00	1200.00	205	546
81	243.00	1200.00	165	553
82	246.00	1200.00	161	619
83	249.00	1200.00	188	629
84	252.00	1200.00	180	662
85	255.00	1200.00	168	639
86	258.00	1200.00	197	671
87	261.00	1200.00	198	684
88	264.00	1200.00	180	749
89	267.00	1200.00	187	718
90	270.00	1200.00	189	723
91	273.00	1200.00	179	668
92	276.00	1200.00	186	672
93	279.00	1200.00	182	631
94	282.00	1200.00	193	597
95	285.00	1200.00	192	585
96	288.00	1200.00	188	592
97	291.00	1200.00	169	610
98	294.00	1200.00	173	606
99	297.00	1200.00	157	606
100	300.00	1200.00	184	631
101	303.00	1200.00	191	618
102	306.00	1200.00	182	643
103	309.00	1200.00	191	657
104	312.00	1200.00	184	633
105	315.00	1200.00	188	586
106	318.00	1200.00	188	617
107	321.00	1200.00	190	614
108	324.00	1200.00	174	644
109	327.00	1200.00	201	578
110	330.00	1200.00	192	633
111	333.00	1200.00	190	629
112	336.00	1200.00	192	626
113	339.00	1200.00	171	634
114	342.00	1200.00	190	595
115	345.00	1200.00	169	633
116	348.00	1200.00	169	635
117	351.00	1200.00	186	632
118	354.00	1200.00	175	669
119	357.00	1200.00	160	580
120	360.00	1200.00	185	598
121	363.00	1200.00	163	653
122	366.00	1200.00	206	637
123	369.00	1200.00	202	605
124	372.00	1200.00	200	655
125	375.00	1200.00	167	660
126	378.00	1200.00	199	643
127	381.00	1200.00	193	593
128	384.00	1200.00	184	615
129	387.00	1200.00	201	631
130	390.00	1200.00	217	633
131	393.00	1200.00	199	607
132	396.00	1200.00	223	662
133	399.00	1200.00	191	620
134	402.00	1200.00	164	604
* end: 07/09/2023 11:36:43
