* begin:	08/09/2023 10:45:45
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_alpha_ifg.cfg
*
* no cfg file, sc file created manually
* 0	1.9995117	10.0	48241	2269	61043	121004	3777008749	50510	0.0000000	0.0000000
* Date: 08/09/2023	Time: 11:05
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1200.005000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	152	463
1	3.00	1200.01	346	797
2	6.00	1200.01	382	861
3	9.00	1200.01	374	845
4	12.00	1200.01	320	841
5	15.00	1200.01	365	851
6	18.00	1200.01	364	875
7	21.00	1200.01	346	796
8	24.00	1200.01	330	737
9	27.00	1200.01	325	736
10	30.00	1200.01	329	759
11	33.00	1200.01	300	764
12	36.00	1200.01	327	810
13	39.00	1200.01	303	873
14	42.00	1200.01	291	858
15	45.00	1200.01	296	814
16	48.00	1200.01	304	886
17	51.00	1200.01	312	903
18	54.00	1200.01	325	882
19	57.00	1200.01	277	886
20	60.00	1200.01	337	919
21	63.00	1200.01	313	987
22	66.00	1200.01	362	1001
23	69.00	1200.01	337	925
24	72.00	1200.01	324	932
25	75.00	1200.01	316	894
26	78.00	1200.01	319	938
27	81.00	1200.01	343	874
28	84.00	1200.01	329	903
29	87.00	1200.01	341	867
30	90.00	1200.01	346	907
31	93.00	1200.01	342	869
32	96.00	1200.01	380	770
33	99.00	1200.01	327	790
34	102.00	1200.01	347	757
35	105.00	1200.01	344	751
36	108.00	1200.01	358	766
37	111.00	1200.01	367	724
38	114.00	1200.01	365	756
39	117.00	1200.01	363	705
40	120.00	1200.01	329	776
41	123.00	1200.01	336	712
42	126.00	1200.01	370	731
43	129.00	1200.01	335	745
44	132.00	1200.01	329	811
45	135.00	1200.01	354	776
46	138.00	1200.01	316	848
47	141.00	1200.01	305	899
48	144.00	1200.01	346	849
49	147.00	1200.01	298	863
50	150.00	1200.01	304	968
51	153.00	1200.01	321	845
52	156.00	1200.01	292	865
53	159.00	1200.01	308	963
54	162.00	1200.01	325	949
55	165.00	1200.01	318	951
56	168.00	1200.01	348	959
57	171.00	1200.01	328	927
58	174.00	1200.01	377	954
59	177.00	1200.01	319	891
60	180.00	1200.01	325	907
61	183.00	1200.01	325	871
62	186.00	1200.01	345	864
63	189.00	1200.01	358	864
64	192.00	1200.01	356	835
65	195.00	1200.01	362	857
66	198.00	1200.01	361	770
67	201.00	1200.01	331	755
68	204.00	1200.01	333	730
69	207.00	1200.01	357	756
70	210.00	1200.01	359	714
71	213.00	1200.01	344	715
72	216.00	1200.01	335	698
73	219.00	1200.01	320	688
74	222.00	1200.01	354	701
75	225.00	1200.01	334	725
76	228.00	1200.01	330	774
77	231.00	1200.01	287	811
78	234.00	1200.01	325	862
79	237.00	1200.01	325	726
80	240.00	1200.01	283	825
81	243.00	1200.01	266	837
82	246.00	1200.01	334	858
83	249.00	1200.01	340	912
84	252.00	1200.01	339	936
85	255.00	1200.01	337	889
86	258.00	1200.01	336	898
87	261.00	1200.01	336	932
88	264.00	1200.01	353	930
89	267.00	1200.01	313	936
90	270.00	1200.01	308	955
91	273.00	1200.01	364	951
92	276.00	1200.01	313	940
93	279.00	1200.01	346	939
94	282.00	1200.01	337	931
95	285.00	1200.01	320	849
96	288.00	1200.01	333	933
97	291.00	1200.01	308	819
98	294.00	1200.01	374	761
99	297.00	1200.01	328	752
100	300.00	1200.01	314	806
101	303.00	1200.01	330	757
102	306.00	1200.01	295	738
103	309.00	1200.01	349	676
104	312.00	1200.01	361	709
105	315.00	1200.01	332	645
106	318.00	1200.01	352	789
107	321.00	1200.01	361	718
108	324.00	1200.01	336	747
109	327.00	1200.01	337	743
110	330.00	1200.01	335	771
111	333.00	1200.01	355	725
112	336.00	1200.01	342	832
113	339.00	1200.01	363	791
114	342.00	1200.01	351	831
115	345.00	1200.01	358	882
116	348.00	1200.01	349	884
117	351.00	1200.01	351	858
118	354.00	1200.01	353	981
119	357.00	1200.01	320	948
120	360.00	1200.01	330	936
121	363.00	1200.01	313	902
122	366.00	1200.01	356	1022
123	369.00	1200.01	288	999
124	372.00	1200.01	336	929
125	375.00	1200.01	285	863
126	378.00	1200.01	312	919
127	381.00	1200.01	314	841
128	384.00	1200.01	303	879
129	387.00	1200.01	329	900
130	390.00	1200.01	313	846
131	393.00	1200.01	305	801
132	396.00	1200.01	360	817
