* begin:	04/09/2023 21:17:05
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2.cfg
*
* no cfg file, sc file created manually
* 0	-1.8017578	0.0	14709	0	0	43667	3776700517	14709	0.0000000	0.0000000
* Date: 04/09/2023	Time: 21:28
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 3.000000	BinCount: 102	measured time (s): 688.785000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	688.78	62	199
1	3.00	688.78	106	367
2	6.00	688.78	136	411
3	9.00	688.78	141	380
4	12.00	688.78	167	431
5	15.00	688.78	158	420
6	18.00	688.78	146	458
7	21.00	688.78	128	426
8	24.00	688.78	134	429
9	27.00	688.78	143	509
10	30.00	688.78	166	450
11	33.00	688.78	139	460
12	36.00	688.78	159	465
13	39.00	688.78	165	477
14	42.00	688.78	175	429
15	45.00	688.78	175	437
16	48.00	688.78	161	462
17	51.00	688.78	162	443
18	54.00	688.78	152	479
19	57.00	688.78	140	448
20	60.00	688.78	174	459
21	63.00	688.78	176	414
22	66.00	688.78	142	449
23	69.00	688.78	140	451
24	72.00	688.78	149	467
25	75.00	688.78	119	443
26	78.00	688.78	142	451
27	81.00	688.78	154	463
28	84.00	688.78	130	438
29	87.00	688.78	116	407
30	90.00	688.78	125	394
31	93.00	688.78	124	412
32	96.00	688.78	142	398
33	99.00	688.78	127	388
34	102.00	688.78	135	389
35	105.00	688.78	115	397
36	108.00	688.78	128	394
37	111.00	688.78	145	407
38	114.00	688.78	128	425
39	117.00	688.78	139	401
40	120.00	688.78	142	405
41	123.00	688.78	173	418
42	126.00	688.78	153	455
43	129.00	688.78	158	441
44	132.00	688.78	134	436
45	135.00	688.78	160	476
46	138.00	688.78	178	486
47	141.00	688.78	131	449
48	144.00	688.78	188	459
49	147.00	688.78	157	448
50	150.00	688.78	174	452
51	153.00	688.78	154	433
52	156.00	688.78	170	420
53	159.00	688.78	157	425
54	162.00	688.78	158	467
55	165.00	688.78	142	423
56	168.00	688.78	140	434
57	171.00	688.78	140	448
58	174.00	688.78	155	424
59	177.00	688.78	124	436
60	180.00	688.78	147	405
61	183.00	688.78	129	415
62	186.00	688.78	132	399
63	189.00	688.78	117	425
64	192.00	688.78	132	401
65	195.00	688.78	127	394
66	198.00	688.78	124	402
67	201.00	688.78	124	400
68	204.00	688.78	125	391
69	207.00	688.78	149	422
70	210.00	688.78	140	386
71	213.00	688.78	127	425
72	216.00	688.78	127	414
73	219.00	688.78	130	409
74	222.00	688.78	135	389
75	225.00	688.78	162	427
76	228.00	688.78	156	469
77	231.00	688.78	149	424
78	234.00	688.78	140	443
79	237.00	688.78	171	430
80	240.00	688.78	163	421
81	243.00	688.78	184	493
82	246.00	688.78	173	440
83	249.00	688.78	150	481
84	252.00	688.78	163	446
85	255.00	688.78	162	511
86	258.00	688.78	149	458
87	261.00	688.78	140	490
88	264.00	688.78	176	450
89	267.00	688.78	148	442
90	270.00	688.78	178	468
91	273.00	688.78	151	385
92	276.00	688.78	141	463
93	279.00	688.78	129	402
94	282.00	688.78	155	466
95	285.00	688.78	122	392
96	288.00	688.78	125	420
97	291.00	688.78	139	413
98	294.00	688.78	108	388
99	297.00	688.78	120	392
100	300.00	688.78	131	382
101	303.00	688.78	106	332
* end: 04/09/2023 21:28:38
