* begin:	05/09/2023 08:32:48
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_S2_ifg.cfg
*
* no cfg file, sc file created manually
* 0	2.9882812	20.0	12374	4325	128255	27697	3776741572	16699	0.0000000	0.0000000
* Date: 05/09/2023	Time: 08:52
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 3.000000	BinCount: 102	measured time (s): 1200.001000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	65	135
1	3.00	1200.00	120	264
2	6.00	1200.00	93	272
3	9.00	1200.00	128	300
4	12.00	1200.00	126	296
5	15.00	1200.00	114	262
6	18.00	1200.00	121	289
7	21.00	1200.00	128	274
8	24.00	1200.00	122	320
9	27.00	1200.00	124	302
10	30.00	1200.00	119	269
11	33.00	1200.00	119	280
12	36.00	1200.00	132	288
13	39.00	1200.00	118	281
14	42.00	1200.00	133	274
15	45.00	1200.00	118	240
16	48.00	1200.00	123	292
17	51.00	1200.00	107	302
18	54.00	1200.00	127	266
19	57.00	1200.00	126	287
20	60.00	1200.00	117	295
21	63.00	1200.00	106	286
22	66.00	1200.00	120	267
23	69.00	1200.00	125	258
24	72.00	1200.00	116	243
25	75.00	1200.00	123	265
26	78.00	1200.00	129	278
27	81.00	1200.00	132	271
28	84.00	1200.00	121	273
29	87.00	1200.00	109	256
30	90.00	1200.00	139	232
31	93.00	1200.00	114	263
32	96.00	1200.00	112	281
33	99.00	1200.00	142	255
34	102.00	1200.00	132	283
35	105.00	1200.00	111	243
36	108.00	1200.00	115	248
37	111.00	1200.00	124	283
38	114.00	1200.00	117	267
39	117.00	1200.00	116	261
40	120.00	1200.00	138	286
41	123.00	1200.00	132	266
42	126.00	1200.00	135	270
43	129.00	1200.00	125	325
44	132.00	1200.00	120	285
45	135.00	1200.00	122	270
46	138.00	1200.00	125	291
47	141.00	1200.00	123	328
48	144.00	1200.00	116	280
49	147.00	1200.00	115	268
50	150.00	1200.00	136	285
51	153.00	1200.00	125	275
52	156.00	1200.00	113	253
53	159.00	1200.00	105	291
54	162.00	1200.00	130	273
55	165.00	1200.00	121	263
56	168.00	1200.00	124	265
57	171.00	1200.00	125	249
58	174.00	1200.00	143	277
59	177.00	1200.00	109	272
60	180.00	1200.00	138	265
61	183.00	1200.00	136	277
62	186.00	1200.00	105	245
63	189.00	1200.00	120	249
64	192.00	1200.00	134	250
65	195.00	1200.00	129	254
66	198.00	1200.00	120	265
67	201.00	1200.00	115	262
68	204.00	1200.00	113	266
69	207.00	1200.00	137	282
70	210.00	1200.00	135	269
71	213.00	1200.00	104	260
72	216.00	1200.00	126	262
73	219.00	1200.00	117	270
74	222.00	1200.00	133	298
75	225.00	1200.00	115	299
76	228.00	1200.00	125	316
77	231.00	1200.00	112	300
78	234.00	1200.00	100	293
79	237.00	1200.00	147	273
80	240.00	1200.00	114	279
81	243.00	1200.00	120	262
82	246.00	1200.00	122	241
83	249.00	1200.00	113	308
84	252.00	1200.00	141	294
85	255.00	1200.00	127	287
86	258.00	1200.00	108	277
87	261.00	1200.00	114	261
88	264.00	1200.00	133	274
89	267.00	1200.00	98	250
90	270.00	1200.00	131	306
91	273.00	1200.00	118	274
92	276.00	1200.00	109	282
93	279.00	1200.00	121	252
94	282.00	1200.00	111	274
95	285.00	1200.00	118	252
96	288.00	1200.00	124	265
97	291.00	1200.00	133	247
98	294.00	1200.00	142	246
99	297.00	1200.00	113	247
100	300.00	1200.00	135	272
101	303.00	1200.00	103	219
* end: 05/09/2023 08:52:53
