* begin:	10/09/2023 20:52:57
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_alpha_ifg_resonance.cfg
*
* no cfg file, sc file created manually
* 0	1.9995117	10.8	40844	1640	72754	96507	3777217981	42484	0.0000000	0.0000000
* Date: 10/09/2023	Time: 21:13
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1200.002000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.00	103	399
1	3.00	1200.00	215	699
2	6.00	1200.00	199	769
3	9.00	1200.00	206	775
4	12.00	1200.00	269	679
5	15.00	1200.00	266	648
6	18.00	1200.00	292	503
7	21.00	1200.00	309	501
8	24.00	1200.00	324	543
9	27.00	1200.00	330	615
10	30.00	1200.00	348	698
11	33.00	1200.00	344	797
12	36.00	1200.00	342	947
13	39.00	1200.00	313	955
14	42.00	1200.00	265	1022
15	45.00	1200.00	276	960
16	48.00	1200.00	228	1002
17	51.00	1200.00	229	900
18	54.00	1200.00	240	735
19	57.00	1200.00	223	616
20	60.00	1200.00	214	476
21	63.00	1200.00	259	377
22	66.00	1200.00	299	282
23	69.00	1200.00	316	262
24	72.00	1200.00	325	307
25	75.00	1200.00	340	418
26	78.00	1200.00	339	572
27	81.00	1200.00	331	754
28	84.00	1200.00	307	874
29	87.00	1200.00	299	952
30	90.00	1200.00	315	1012
31	93.00	1200.00	306	975
32	96.00	1200.00	267	988
33	99.00	1200.00	211	1000
34	102.00	1200.00	218	850
35	105.00	1200.00	201	749
36	108.00	1200.00	200	583
37	111.00	1200.00	229	417
38	114.00	1200.00	269	297
39	117.00	1200.00	279	260
40	120.00	1200.00	324	249
41	123.00	1200.00	309	329
42	126.00	1200.00	324	458
43	129.00	1200.00	328	594
44	132.00	1200.00	342	797
45	135.00	1200.00	343	870
46	138.00	1200.00	320	932
47	141.00	1200.00	282	1013
48	144.00	1200.00	241	967
49	147.00	1200.00	256	974
50	150.00	1200.00	241	932
51	153.00	1200.00	219	906
52	156.00	1200.00	237	703
53	159.00	1200.00	209	487
54	162.00	1200.00	219	406
55	165.00	1200.00	273	278
56	168.00	1200.00	294	226
57	171.00	1200.00	315	263
58	174.00	1200.00	319	322
59	177.00	1200.00	354	468
60	180.00	1200.00	349	652
61	183.00	1200.00	323	825
62	186.00	1200.00	296	949
63	189.00	1200.00	309	959
64	192.00	1200.00	265	1017
65	195.00	1200.00	253	943
66	198.00	1200.00	233	958
67	201.00	1200.00	237	904
68	204.00	1200.00	220	795
69	207.00	1200.00	206	632
70	210.00	1200.00	224	467
71	213.00	1200.00	254	304
72	216.00	1200.00	258	262
73	219.00	1200.00	298	271
74	222.00	1200.00	326	266
75	225.00	1200.00	327	419
76	228.00	1200.00	332	534
77	231.00	1200.00	361	694
78	234.00	1200.00	314	916
79	237.00	1200.00	308	910
80	240.00	1200.00	307	986
81	243.00	1200.00	289	1011
82	246.00	1200.00	239	979
83	249.00	1200.00	253	983
84	252.00	1200.00	272	929
85	255.00	1200.00	247	701
86	258.00	1200.00	256	533
87	261.00	1200.00	266	400
88	264.00	1200.00	274	286
89	267.00	1200.00	277	230
90	270.00	1200.00	287	253
91	273.00	1200.00	287	302
92	276.00	1200.00	325	454
93	279.00	1200.00	303	611
94	282.00	1200.00	295	817
95	285.00	1200.00	265	914
96	288.00	1200.00	283	978
97	291.00	1200.00	277	958
98	294.00	1200.00	311	1002
99	297.00	1200.00	319	940
100	300.00	1200.00	299	937
101	303.00	1200.00	301	798
102	306.00	1200.00	328	695
103	309.00	1200.00	336	537
104	312.00	1200.00	356	396
105	315.00	1200.00	324	310
106	318.00	1200.00	346	267
107	321.00	1200.00	301	265
108	324.00	1200.00	285	364
109	327.00	1200.00	293	482
110	330.00	1200.00	249	670
111	333.00	1200.00	245	767
112	336.00	1200.00	227	993
113	339.00	1200.00	220	966
114	342.00	1200.00	212	1006
115	345.00	1200.00	253	988
116	348.00	1200.00	270	991
117	351.00	1200.00	281	892
118	354.00	1200.00	305	806
119	357.00	1200.00	320	628
120	360.00	1200.00	347	428
121	363.00	1200.00	340	320
122	366.00	1200.00	331	219
123	369.00	1200.00	332	256
124	372.00	1200.00	296	266
125	375.00	1200.00	300	368
126	378.00	1200.00	273	585
127	381.00	1200.00	238	683
128	384.00	1200.00	264	914
129	387.00	1200.00	171	895
130	390.00	1200.00	211	977
131	393.00	1200.00	232	948
132	396.00	1200.00	232	981
133	399.00	1200.00	238	939
134	402.00	1200.00	309	912
135	405.00	1200.00	284	760
136	408.00	1200.00	322	624
137	411.00	1200.00	323	541
138	414.00	1200.00	320	428
139	417.00	1200.00	328	429
140	420.00	1200.00	325	474
141	423.00	1200.00	308	480
142	426.00	1200.00	312	578
143	429.00	1200.00	255	650
144	432.00	1200.00	253	693
* end: 10/09/2023 21:13:02
