* begin:	07/09/2023 14:14:18
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\ifg_TOF_A1.cfg
*
* no cfg file, sc file created manually
* remarks:	room to enter remarks
*
* 1	-1.9885254	10.0	463	2269	61043	885	3776933687	2732	0.0000000	0.0000000
* Date: 07/09/2023	Time: 14:14
* Pulsetime (탎):0.000003	Looptime (탎): 404.000000	BinWidth (탎): 3.000000	BinCount: 135	measured time (s): 20.006000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	20.01	3	2
1	3.00	20.01	8	9
2	6.00	20.01	1	7
3	9.00	20.01	6	8
4	12.00	20.01	2	5
5	15.00	20.01	3	5
6	18.00	20.01	7	5
7	21.00	20.01	4	7
8	24.00	20.01	2	8
9	27.00	20.01	2	6
10	30.00	20.01	4	8
11	33.00	20.01	0	6
12	36.00	20.01	6	7
13	39.00	20.01	2	4
14	42.00	20.01	4	3
15	45.00	20.01	0	8
16	48.00	20.01	5	2
17	51.00	20.01	6	6
18	54.00	20.01	4	5
19	57.00	20.01	3	6
20	60.00	20.01	4	4
21	63.00	20.01	5	1
22	66.00	20.01	6	5
23	69.00	20.01	6	10
24	72.00	20.01	4	9
25	75.00	20.01	3	10
26	78.00	20.01	3	12
27	81.00	20.01	4	7
28	84.00	20.01	2	9
29	87.00	20.01	2	18
30	90.00	20.01	4	12
31	93.00	20.01	4	8
32	96.00	20.01	1	10
33	99.00	20.01	2	16
34	102.00	20.01	6	10
35	105.00	20.01	1	7
36	108.00	20.01	3	3
37	111.00	20.01	1	12
38	114.00	20.01	0	7
39	117.00	20.01	2	8
40	120.00	20.01	1	7
41	123.00	20.01	3	3
42	126.00	20.01	2	3
43	129.00	20.01	3	3
44	132.00	20.01	2	4
45	135.00	20.01	0	5
46	138.00	20.01	2	6
47	141.00	20.01	1	4
48	144.00	20.01	4	5
49	147.00	20.01	5	1
50	150.00	20.01	7	2
51	153.00	20.01	6	6
52	156.00	20.01	2	2
53	159.00	20.01	6	6
54	162.00	20.01	4	9
55	165.00	20.01	3	7
56	168.00	20.01	4	11
57	171.00	20.01	4	7
58	174.00	20.01	3	9
59	177.00	20.01	6	16
60	180.00	20.01	4	8
61	183.00	20.01	7	8
62	186.00	20.01	2	13
63	189.00	20.01	3	10
64	192.00	20.01	2	8
65	195.00	20.01	6	12
66	198.00	20.01	3	10
67	201.00	20.01	1	5
68	204.00	20.01	6	8
69	207.00	20.01	3	5
70	210.00	20.01	0	3
71	213.00	20.01	7	6
72	216.00	20.01	5	5
73	219.00	20.01	7	4
74	222.00	20.01	2	6
75	225.00	20.01	1	8
76	228.00	20.01	2	1
77	231.00	20.01	4	4
78	234.00	20.01	5	3
79	237.00	20.01	6	6
80	240.00	20.01	3	7
81	243.00	20.01	3	8
82	246.00	20.01	2	5
83	249.00	20.01	5	4
84	252.00	20.01	5	6
85	255.00	20.01	6	6
86	258.00	20.01	3	12
87	261.00	20.01	0	8
88	264.00	20.01	7	4
89	267.00	20.01	4	12
90	270.00	20.01	3	6
91	273.00	20.01	2	2
92	276.00	20.01	2	8
93	279.00	20.01	2	7
94	282.00	20.01	0	4
95	285.00	20.01	2	7
96	288.00	20.01	3	1
97	291.00	20.01	2	2
98	294.00	20.01	6	7
99	297.00	20.01	2	4
100	300.00	20.01	8	6
101	303.00	20.01	0	5
102	306.00	20.01	4	5
103	309.00	20.01	2	9
104	312.00	20.01	2	4
105	315.00	20.01	1	5
106	318.00	20.01	3	7
107	321.00	20.01	5	4
108	324.00	20.01	3	5
109	327.00	20.01	1	6
110	330.00	20.01	7	13
111	333.00	20.01	5	2
112	336.00	20.01	2	6
113	339.00	20.01	1	8
114	342.00	20.01	3	8
115	345.00	20.01	1	5
116	348.00	20.01	3	5
117	351.00	20.01	5	4
118	354.00	20.01	4	2
119	357.00	20.01	2	5
120	360.00	20.01	3	7
121	363.00	20.01	4	5
122	366.00	20.01	4	4
123	369.00	20.01	3	7
124	372.00	20.01	5	11
125	375.00	20.01	3	9
126	378.00	20.01	7	9
127	381.00	20.01	3	9
128	384.00	20.01	1	6
129	387.00	20.01	3	6
130	390.00	20.01	3	10
131	393.00	20.01	0	7
132	396.00	20.01	8	5
133	399.00	20.01	6	5
134	402.00	20.01	5	5
* 2	-1.7907715	10.0	324	2269	61043	416	3776933714	2593	0.0000000	0.0000000
* Date: 07/09/2023	Time: 14:15
