# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.098389 300.0 2045 94931 41 219 3795428621 96976 0.000000 0.000000
-1.900635 300.0 2072 94807 38 204 3795428932 96879 0.000000 0.000000
-1.680908 300.0 2653 89728 33 212 3795429243 92381 0.000000 0.000000
-1.472168 300.0 3646 80010 39 220 3795429555 83656 0.000000 0.000000
-1.263428 300.0 4821 68887 46 181 3795429866 73708 0.000000 0.000000
-1.054688 300.0 5328 63576 49 223 3795430178 68904 0.000000 0.000000
-0.834961 300.0 5348 64208 48 228 3795430489 69556 0.000000 0.000000
-0.626221 300.0 4557 70847 48 212 3795430801 75404 0.000000 0.000000
-0.417480 300.0 3391 81350 45 212 3795431110 84741 0.000000 0.000000
-0.219727 300.0 2427 90272 41 198 3795431422 92699 0.000000 0.000000
0.000000 300.0 1827 95150 38 206 3795431733 96977 0.000000 0.000000
0.208740 300.0 2288 93770 50 197 3795432045 96058 0.000000 0.000000
0.417480 300.0 2994 86436 28 213 3795432356 89430 0.000000 0.000000
0.626221 300.0 4052 76616 47 228 3795432666 80668 0.000000 0.000000
0.845947 300.0 5116 66281 41 198 3795432977 71397 0.000000 0.000000
1.043701 300.0 5505 62870 45 179 3795433288 68375 0.000000 0.000000
1.252441 300.0 5266 65417 44 229 3795433599 70683 0.000000 0.000000
1.472168 300.0 4364 73317 45 193 3795433909 77681 0.000000 0.000000
1.669922 300.0 3193 84229 43 192 3795434220 87422 0.000000 0.000000
1.878662 300.0 2231 92016 51 197 3795434531 94247 0.000000 0.000000
2.087402 300.0 1891 96301 44 214 3795434843 98192 0.000000 0.000000
2.307129 300.0 2299 92907 45 190 3795435153 95206 0.000000 0.000000
