# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 365 8938 375480 10304 3771202416 9303 0.0000000 0.0000000 0.5712890
-0.0858680 60.0 140 8789 374837 9843 3771202544 8929 0.0000000 0.0000000 0.5712890
-0.0717360 60.0 53 8984 375579 10156 3771202671 9037 0.0000000 0.0000000 0.5712890
-0.0646700 60.0 73 8939 375475 10163 3771202798 9012 0.0000000 0.0000000 0.5712890
-0.0505380 60.0 270 8659 375818 9951 3771202925 8929 0.0000000 0.0000000 0.5712890
-0.0364060 60.0 561 8924 377083 10152 3771203052 9485 0.0000000 0.0000000 0.5712890
-0.0222740 60.0 794 8841 377245 10375 3771203180 9635 0.0000000 0.0000000 0.5712890
-0.0081420 60.0 868 8672 376937 10152 3771203307 9540 0.0000000 0.0000000 0.5712890
0.0059900 60.0 757 9040 377655 10035 3771203434 9797 0.0000000 0.0000000 0.5712890
0.0201220 60.0 595 9022 378076 10042 3771203561 9617 0.0000000 0.0000000 0.5712890
0.0342540 60.0 293 8940 377943 10143 3771203688 9233 0.0000000 0.0000000 0.5712890
0.0483860 60.0 90 8884 374078 10165 3771203816 8974 0.0000000 0.0000000 0.5712890
0.0625180 60.0 65 8860 372764 10122 3771203943 8925 0.0000000 0.0000000 0.5712890
0.0766500 60.0 246 8910 373825 10249 3771204070 9156 0.0000000 0.0000000 0.5712890
0.0907820 60.0 548 8978 373887 10331 3771204197 9526 0.0000000 0.0000000 0.5712890
0.1049140 60.0 765 8852 373541 10208 3771204325 9617 0.0000000 0.0000000 0.5712890
