# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 60.0 316 9546 380111 10226 3771199419 9862 0.0000000 0.0000000 0.4284670
-0.0858680 60.0 149 9535 380813 10271 3771199547 9684 0.0000000 0.0000000 0.4284670
-0.0717360 60.0 45 9731 377444 10088 3771199674 9776 0.0000000 0.0000000 0.4284670
-0.0646700 60.0 75 9431 371168 10253 3771199801 9506 0.0000000 0.0000000 0.4284670
-0.0505380 60.0 180 9639 372345 10188 3771199928 9819 0.0000000 0.0000000 0.4284670
-0.0364060 60.0 454 9667 375851 10031 3771200055 10121 0.0000000 0.0000000 0.4284670
-0.0222740 60.0 638 9480 376273 10147 3771200182 10118 0.0000000 0.0000000 0.4284670
-0.0081420 60.0 722 9575 375666 10139 3771200310 10297 0.0000000 0.0000000 0.4284670
0.0059900 60.0 602 9689 377197 10190 3771200437 10291 0.0000000 0.0000000 0.4284670
0.0201220 60.0 444 9718 375716 10211 3771200564 10162 0.0000000 0.0000000 0.4284670
0.0342540 60.0 210 9690 375472 9993 3771200691 9900 0.0000000 0.0000000 0.4284670
0.0483860 60.0 69 9656 373469 9859 3771200818 9725 0.0000000 0.0000000 0.4284670
0.0625180 60.0 70 9746 373096 10125 3771200946 9816 0.0000000 0.0000000 0.4284670
0.0766500 60.0 200 9477 373800 10077 3771201073 9677 0.0000000 0.0000000 0.4284670
0.0907820 60.0 417 9511 373737 9980 3771201200 9928 0.0000000 0.0000000 0.4284670
0.1049140 60.0 629 9534 374019 10045 3771201327 10163 0.0000000 0.0000000 0.4284670
