# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 26 124 40.000
1.000 3600.000 45 195 40.000
2.000 3600.000 62 214 40.000
3.000 3600.000 46 166 40.000
4.000 3600.000 58 165 40.000
5.000 3600.000 52 155 40.000
6.000 3600.000 47 139 40.000
7.000 3600.000 48 109 40.000
8.000 3600.000 38 127 40.000
9.000 3600.000 44 134 40.000
10.000 3600.000 45 127 40.000
11.000 3600.000 50 135 40.000
12.000 3600.000 55 168 40.000
13.000 3600.000 53 149 40.000
14.000 3600.000 46 196 40.000
15.000 3600.000 49 169 40.000
16.000 3600.000 50 172 40.000
17.000 3600.000 54 179 40.000
18.000 3600.000 64 212 40.000
19.000 3600.000 57 173 40.000
20.000 3600.000 51 160 40.000
21.000 3600.000 51 152 40.000
22.000 3600.000 42 157 40.000
23.000 3600.000 56 142 40.000
24.000 3600.000 59 131 40.000
25.000 3600.000 57 128 40.000
26.000 3600.000 50 137 40.000
27.000 3600.000 50 139 40.000
28.000 3600.000 55 149 40.000
29.000 3600.000 45 149 40.000
30.000 3600.000 37 171 40.000
31.000 3600.000 56 163 40.000
32.000 3600.000 38 195 40.000
33.000 3600.000 58 184 40.000
34.000 3600.000 38 179 40.000
35.000 3600.000 47 198 40.000
36.000 3600.000 46 174 40.000
37.000 3600.000 41 151 40.000
38.000 3600.000 47 165 40.000
39.000 3600.000 48 138 40.000
40.000 3600.000 58 129 40.000
41.000 3600.000 41 126 40.000
42.000 3600.000 46 137 40.000
43.000 3600.000 52 138 40.000
44.000 3600.000 47 147 40.000
45.000 3600.000 48 162 40.000
46.000 3600.000 62 164 40.000
47.000 3600.000 54 155 40.000
48.000 3600.000 51 185 40.000
49.000 3600.000 58 175 40.000
50.000 3600.000 43 188 40.000
51.000 3600.000 52 173 40.000
52.000 3600.000 41 189 40.000
53.000 3600.000 48 163 40.000
54.000 3600.000 55 164 40.000
55.000 3600.000 50 148 40.000
56.000 3600.000 46 147 40.000
57.000 3600.000 48 138 40.000
58.000 3600.000 58 150 40.000
59.000 3600.000 52 134 40.000
60.000 3600.000 50 144 40.000
61.000 3600.000 34 145 40.000
62.000 3600.000 45 171 40.000
63.000 3600.000 54 168 40.000
64.000 3600.000 41 173 40.000
65.000 3600.000 47 153 40.000
66.000 3600.000 50 166 40.000
67.000 3600.000 53 168 40.000
68.000 3600.000 69 193 40.000
69.000 3600.000 46 155 40.000
70.000 3600.000 60 163 40.000
71.000 3600.000 56 163 40.000
72.000 3600.000 58 163 40.000
73.000 3600.000 56 159 40.000
74.000 3600.000 59 171 40.000
75.000 3600.000 55 147 40.000
76.000 3600.000 45 143 40.000
77.000 3600.000 50 133 40.000
78.000 3600.000 46 154 40.000
79.000 3600.000 41 137 40.000
80.000 3600.000 55 154 40.000
81.000 3600.000 51 137 40.000
82.000 3600.000 57 139 40.000
83.000 3600.000 46 171 40.000
84.000 3600.000 48 155 40.000
85.000 3600.000 47 154 40.000
86.000 3600.000 49 167 40.000
87.000 3600.000 48 156 40.000
88.000 3600.000 49 162 40.000
89.000 3600.000 48 154 40.000
90.000 3600.000 48 139 40.000
91.000 3600.000 44 152 40.000
92.000 3600.000 53 175 40.000
93.000 3600.000 50 174 40.000
94.000 3600.000 50 183 40.000
95.000 3600.000 38 168 40.000
96.000 3600.000 42 164 40.000
97.000 3600.000 55 134 40.000
98.000 3600.000 46 138 40.000
99.000 3600.000 43 152 40.000
100.000 3600.000 53 144 40.000
101.000 3600.000 39 117 40.000
102.000 3600.000 57 135 40.000
103.000 3600.000 52 137 40.000
104.000 3600.000 44 141 40.000
105.000 3600.000 49 130 40.000
106.000 3600.000 56 171 40.000
107.000 3600.000 40 172 40.000
108.000 3600.000 42 185 40.000
109.000 3600.000 35 174 40.000
110.000 3600.000 50 183 40.000
111.000 3600.000 42 191 40.000
112.000 3600.000 44 199 40.000
113.000 3600.000 69 159 40.000
114.000 3600.000 59 167 40.000
115.000 3600.000 53 151 40.000
116.000 3600.000 47 151 40.000
117.000 3600.000 49 121 40.000
118.000 3600.000 58 133 40.000
119.000 3600.000 46 130 40.000
120.000 3600.000 36 139 40.000
121.000 3600.000 39 131 40.000
122.000 3600.000 61 168 40.000
123.000 3600.000 47 169 40.000
124.000 3600.000 48 176 40.000
125.000 3600.000 47 194 40.000
126.000 3600.000 58 176 40.000
127.000 3600.000 39 213 40.000
128.000 3600.000 55 203 40.000
129.000 3600.000 47 172 40.000
130.000 3600.000 42 193 40.000
131.000 3600.000 48 134 40.000
132.000 3600.000 59 155 40.000
133.000 3600.000 42 140 40.000
134.000 3600.000 56 110 40.000
135.000 3600.000 50 122 40.000
136.000 3600.000 47 126 40.000
137.000 3600.000 46 121 40.000
138.000 3600.000 54 139 40.000
139.000 3600.000 49 144 40.000
140.000 3600.000 51 176 40.000
141.000 3600.000 50 178 40.000
142.000 3600.000 43 183 40.000
143.000 3600.000 45 218 40.000
144.000 3600.000 58 209 40.000
145.000 3600.000 53 196 40.000
146.000 3600.000 48 191 40.000
147.000 3600.000 52 150 40.000
148.000 3600.000 49 143 40.000
149.000 3600.000 50 145 40.000
150.000 3600.000 60 110 40.000
151.000 3600.000 51 94 40.000
152.000 3600.000 61 96 40.000
153.000 3600.000 46 144 40.000
154.000 3600.000 59 130 40.000
155.000 3600.000 53 134 40.000
156.000 3600.000 59 169 40.000
157.000 3600.000 58 185 40.000
158.000 3600.000 48 210 40.000
159.000 3600.000 46 203 40.000
160.000 3600.000 46 211 40.000
161.000 3600.000 49 180 40.000
162.000 3600.000 54 205 40.000
163.000 3600.000 59 178 40.000
164.000 3600.000 49 167 40.000
165.000 3600.000 42 165 40.000
166.000 3600.000 44 154 40.000
167.000 3600.000 59 146 40.000
168.000 3600.000 50 103 40.000
169.000 3600.000 50 135 40.000
170.000 3600.000 53 135 40.000
171.000 3600.000 44 152 40.000
172.000 3600.000 52 138 40.000
173.000 3600.000 51 158 40.000
174.000 3600.000 55 192 40.000
175.000 3600.000 50 165 40.000
176.000 3600.000 60 187 40.000
177.000 3600.000 50 204 40.000
178.000 3600.000 58 215 40.000
179.000 3600.000 46 182 40.000
180.000 3600.000 67 200 40.000
181.000 3600.000 40 149 40.000
182.000 3600.000 46 138 40.000
183.000 3600.000 49 134 40.000
184.000 3600.000 54 135 40.000
185.000 3600.000 49 115 40.000
186.000 3600.000 52 147 40.000
187.000 3600.000 58 133 40.000
188.000 3600.000 37 140 40.000
189.000 3600.000 51 148 40.000
190.000 3600.000 50 135 40.000
191.000 3600.000 66 159 40.000
192.000 3600.000 36 165 40.000
193.000 3600.000 46 193 40.000
194.000 3600.000 40 165 40.000
195.000 3600.000 42 191 40.000
196.000 3600.000 45 179 40.000
197.000 3600.000 37 179 40.000
198.000 3600.000 48 133 40.000
199.000 3600.000 48 144 40.000
200.000 3600.000 53 166 40.000
201.000 3600.000 54 150 40.000
202.000 3600.000 55 123 40.000
203.000 3600.000 57 148 40.000
204.000 3600.000 63 136 40.000
205.000 3600.000 63 139 40.000
206.000 3600.000 56 152 40.000
207.000 3600.000 51 154 40.000
208.000 3600.000 51 167 40.000
209.000 3600.000 63 160 40.000
210.000 3600.000 57 151 40.000
211.000 3600.000 58 165 40.000
212.000 3600.000 47 162 40.000
213.000 3600.000 55 178 40.000
214.000 3600.000 54 154 40.000
215.000 3600.000 40 154 40.000
216.000 3600.000 44 145 40.000
217.000 3600.000 45 149 40.000
218.000 3600.000 40 170 40.000
219.000 3600.000 60 150 40.000
220.000 3600.000 57 160 40.000
221.000 3600.000 53 134 40.000
222.000 3600.000 56 139 40.000
223.000 3600.000 66 162 40.000
224.000 3600.000 50 164 40.000
