# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.020 16 36 -120.000
1.000 3600.020 29 55 -120.000
2.000 3600.020 31 80 -120.000
3.000 3600.020 32 76 -120.000
4.000 3600.020 35 70 -120.000
5.000 3600.020 37 68 -120.000
6.000 3600.020 33 62 -120.000
7.000 3600.020 27 59 -120.000
8.000 3600.020 35 62 -120.000
9.000 3600.020 20 63 -120.000
10.000 3600.020 25 68 -120.000
11.000 3600.020 31 80 -120.000
12.000 3600.020 29 66 -120.000
13.000 3600.020 21 67 -120.000
14.000 3600.020 29 90 -120.000
15.000 3600.020 36 77 -120.000
16.000 3600.020 33 103 -120.000
17.000 3600.020 18 79 -120.000
18.000 3600.020 43 70 -120.000
19.000 3600.020 36 73 -120.000
20.000 3600.020 36 65 -120.000
21.000 3600.020 31 67 -120.000
22.000 3600.020 24 70 -120.000
23.000 3600.020 31 57 -120.000
24.000 3600.020 27 60 -120.000
25.000 3600.020 28 58 -120.000
26.000 3600.020 23 67 -120.000
27.000 3600.020 29 52 -120.000
28.000 3600.020 36 74 -120.000
29.000 3600.020 20 82 -120.000
30.000 3600.020 29 88 -120.000
31.000 3600.020 26 83 -120.000
32.000 3600.020 33 92 -120.000
33.000 3600.020 23 98 -120.000
34.000 3600.020 25 93 -120.000
35.000 3600.020 29 90 -120.000
36.000 3600.020 30 65 -120.000
37.000 3600.020 31 67 -120.000
38.000 3600.020 33 73 -120.000
39.000 3600.020 32 65 -120.000
40.000 3600.020 30 62 -120.000
41.000 3600.020 22 47 -120.000
42.000 3600.020 27 57 -120.000
43.000 3600.020 30 44 -120.000
44.000 3600.020 34 63 -120.000
45.000 3600.020 25 47 -120.000
46.000 3600.020 35 87 -120.000
47.000 3600.020 29 77 -120.000
48.000 3600.020 18 90 -120.000
49.000 3600.020 23 104 -120.000
50.000 3600.020 28 129 -120.000
51.000 3600.020 22 86 -120.000
52.000 3600.020 28 101 -120.000
53.000 3600.020 36 87 -120.000
54.000 3600.020 32 61 -120.000
55.000 3600.020 26 74 -120.000
56.000 3600.020 29 45 -120.000
57.000 3600.020 29 50 -120.000
58.000 3600.020 32 46 -120.000
59.000 3600.020 28 49 -120.000
60.000 3600.020 34 49 -120.000
61.000 3600.020 22 59 -120.000
62.000 3600.020 32 75 -120.000
63.000 3600.020 16 71 -120.000
64.000 3600.020 27 89 -120.000
65.000 3600.020 24 97 -120.000
66.000 3600.020 28 96 -120.000
67.000 3600.020 29 83 -120.000
68.000 3600.020 26 113 -120.000
69.000 3600.020 26 89 -120.000
70.000 3600.020 32 89 -120.000
71.000 3600.020 23 73 -120.000
72.000 3600.020 25 81 -120.000
73.000 3600.020 29 53 -120.000
74.000 3600.020 32 50 -120.000
75.000 3600.020 32 44 -120.000
76.000 3600.020 33 48 -120.000
77.000 3600.020 25 52 -120.000
78.000 3600.020 29 69 -120.000
79.000 3600.020 19 79 -120.000
80.000 3600.020 25 76 -120.000
81.000 3600.020 38 92 -120.000
82.000 3600.020 29 84 -120.000
83.000 3600.020 16 84 -120.000
84.000 3600.020 18 110 -120.000
