#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.999512 5.0 282 130 31171 789 3777894789 412 0.000000 0.000000
-1.812744 5.0 376 130 31171 1156 3777894817 506 0.000000 0.000000
-1.604004 5.0 415 130 31171 1222 3777894845 545 0.000000 0.000000
-1.406250 5.0 421 130 31171 1222 3777894872 551 0.000000 0.000000
-1.197510 5.0 365 130 31171 1116 3777894900 495 0.000000 0.000000
-0.999756 5.0 329 130 31171 860 3777894928 459 0.000000 0.000000
-0.802002 5.0 225 130 31171 474 3777894956 355 0.000000 0.000000
-0.604248 5.0 197 130 31171 365 3777894983 327 0.000000 0.000000
-0.395508 5.0 214 130 31171 484 3777895011 344 0.000000 0.000000
-0.197754 5.0 257 130 31171 639 3777895039 387 0.000000 0.000000
0.000000 5.0 287 130 31171 821 3777895067 417 0.000000 0.000000
0.197754 5.0 379 130 31171 1139 3777895094 509 0.000000 0.000000
0.395508 5.0 412 130 31171 1343 3777895122 542 0.000000 0.000000
0.604248 5.0 473 130 31171 1233 3777895150 603 0.000000 0.000000
0.812988 5.0 415 130 31171 1025 3777895178 545 0.000000 0.000000
0.988769 5.0 343 130 31171 822 3777895205 473 0.000000 0.000000
1.186523 5.0 244 130 31171 521 3777895233 374 0.000000 0.000000
1.395264 5.0 210 130 31171 391 3777895261 340 0.000000 0.000000
1.604004 5.0 209 130 31171 472 3777895289 339 0.000000 0.000000
1.790771 5.0 241 130 31171 618 3777895317 371 0.000000 0.000000
1.988525 5.0 266 130 31171 804 3777895344 396 0.000000 0.000000
