# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 25 87 120.000
1.000 3600.000 42 137 120.000
2.000 3600.000 53 152 120.000
3.000 3600.000 52 120 120.000
4.000 3600.000 61 124 120.000
5.000 3600.000 59 133 120.000
6.000 3600.000 51 146 120.000
7.000 3600.000 57 139 120.000
8.000 3600.000 53 133 120.000
9.000 3600.000 59 148 120.000
10.000 3600.000 59 158 120.000
11.000 3600.000 56 149 120.000
12.000 3600.000 56 177 120.000
13.000 3600.000 54 181 120.000
14.000 3600.000 49 188 120.000
15.000 3600.000 46 173 120.000
16.000 3600.000 59 188 120.000
17.000 3600.000 53 186 120.000
18.000 3600.000 61 201 120.000
19.000 3600.000 49 167 120.000
20.000 3600.000 56 148 120.000
21.000 3600.000 50 138 120.000
22.000 3600.000 64 148 120.000
23.000 3600.000 42 137 120.000
24.000 3600.000 62 148 120.000
25.000 3600.000 48 137 120.000
26.000 3600.000 61 140 120.000
27.000 3600.000 49 121 120.000
28.000 3600.000 63 134 120.000
29.000 3600.000 56 152 120.000
30.000 3600.000 51 166 120.000
31.000 3600.000 53 184 120.000
32.000 3600.000 60 195 120.000
33.000 3600.000 46 190 120.000
34.000 3600.000 56 201 120.000
35.000 3600.000 58 157 120.000
36.000 3600.000 66 184 120.000
37.000 3600.000 39 158 120.000
38.000 3600.000 58 148 120.000
39.000 3600.000 41 142 120.000
40.000 3600.000 56 161 120.000
41.000 3600.000 43 132 120.000
42.000 3600.000 61 153 120.000
43.000 3600.000 61 118 120.000
44.000 3600.000 55 149 120.000
45.000 3600.000 67 174 120.000
46.000 3600.000 48 157 120.000
47.000 3600.000 53 160 120.000
48.000 3600.000 48 168 120.000
49.000 3600.000 55 179 120.000
50.000 3600.000 52 194 120.000
51.000 3600.000 57 156 120.000
52.000 3600.000 51 154 120.000
53.000 3600.000 54 153 120.000
54.000 3600.000 44 173 120.000
55.000 3600.000 49 153 120.000
56.000 3600.000 63 140 120.000
57.000 3600.000 55 147 120.000
58.000 3600.000 56 141 120.000
59.000 3600.000 65 131 120.000
60.000 3600.000 58 138 120.000
61.000 3600.000 57 124 120.000
62.000 3600.000 52 147 120.000
63.000 3600.000 55 133 120.000
64.000 3600.000 49 151 120.000
65.000 3600.000 61 158 120.000
66.000 3600.000 53 168 120.000
67.000 3600.000 62 195 120.000
68.000 3600.000 48 170 120.000
69.000 3600.000 52 187 120.000
70.000 3600.000 74 175 120.000
71.000 3600.000 61 165 120.000
72.000 3600.000 65 179 120.000
73.000 3600.000 48 164 120.000
74.000 3600.000 52 171 120.000
75.000 3600.000 34 151 120.000
76.000 3600.000 72 145 120.000
77.000 3600.000 57 120 120.000
78.000 3600.000 48 148 120.000
79.000 3600.000 53 129 120.000
80.000 3600.000 57 147 120.000
81.000 3600.000 54 165 120.000
82.000 3600.000 57 162 120.000
83.000 3600.000 55 140 120.000
84.000 3600.000 52 155 120.000
85.000 3600.000 46 186 120.000
86.000 3600.000 49 203 120.000
87.000 3600.000 58 169 120.000
88.000 3600.000 53 197 120.000
89.000 3600.000 55 176 120.000
90.000 3600.000 55 163 120.000
91.000 3600.000 57 163 120.000
92.000 3600.000 55 149 120.000
93.000 3600.000 66 129 120.000
94.000 3600.000 55 124 120.000
95.000 3600.000 73 138 120.000
96.000 3600.000 71 159 120.000
97.000 3600.000 70 123 120.000
98.000 3600.000 64 152 120.000
99.000 3600.000 55 160 120.000
100.000 3600.000 48 155 120.000
101.000 3600.000 52 156 120.000
102.000 3600.000 62 171 120.000
103.000 3600.000 45 178 120.000
104.000 3600.000 57 205 120.000
105.000 3600.000 75 158 120.000
106.000 3600.000 47 186 120.000
107.000 3600.000 56 159 120.000
108.000 3600.000 46 179 120.000
109.000 3600.000 63 147 120.000
110.000 3600.000 54 162 120.000
111.000 3600.000 65 139 120.000
112.000 3600.000 65 142 120.000
113.000 3600.000 54 134 120.000
114.000 3600.000 61 141 120.000
115.000 3600.000 68 136 120.000
116.000 3600.000 61 156 120.000
117.000 3600.000 56 154 120.000
118.000 3600.000 50 153 120.000
119.000 3600.000 48 143 120.000
120.000 3600.000 72 172 120.000
121.000 3600.000 47 185 120.000
122.000 3600.000 58 181 120.000
