# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 8 16 320.000
1.000 3600.000 19 54 320.000
2.000 3600.000 6 50 320.000
3.000 3600.000 13 48 320.000
4.000 3600.000 18 51 320.000
5.000 3600.000 23 44 320.000
6.000 3600.000 20 37 320.000
7.000 3600.000 11 34 320.000
8.000 3600.000 17 37 320.000
9.000 3600.000 23 43 320.000
10.000 3600.000 18 44 320.000
11.000 3600.000 10 41 320.000
12.000 3600.000 21 46 320.000
13.000 3600.000 21 37 320.000
14.000 3600.000 14 49 320.000
15.000 3600.000 18 38 320.000
16.000 3600.000 19 60 320.000
17.000 3600.000 17 47 320.000
18.000 3600.000 12 51 320.000
19.000 3600.000 11 50 320.000
20.000 3600.000 12 46 320.000
21.000 3600.000 10 48 320.000
22.000 3600.000 8 47 320.000
23.000 3600.000 26 41 320.000
24.000 3600.000 17 45 320.000
25.000 3600.000 9 33 320.000
26.000 3600.000 16 37 320.000
27.000 3600.000 12 45 320.000
28.000 3600.000 17 41 320.000
29.000 3600.000 16 30 320.000
30.000 3600.000 17 28 320.000
31.000 3600.000 17 47 320.000
32.000 3600.000 17 38 320.000
33.000 3600.000 14 44 320.000
34.000 3600.000 7 45 320.000
35.000 3600.000 15 49 320.000
36.000 3600.000 9 56 320.000
37.000 3600.000 16 51 320.000
38.000 3600.000 15 52 320.000
39.000 3600.000 13 54 320.000
40.000 3600.000 21 50 320.000
41.000 3600.000 18 47 320.000
42.000 3600.000 20 45 320.000
43.000 3600.000 15 39 320.000
44.000 3600.000 11 48 320.000
45.000 3600.000 10 35 320.000
46.000 3600.000 14 40 320.000
47.000 3600.000 13 43 320.000
48.000 3600.000 15 39 320.000
49.000 3600.000 12 45 320.000
50.000 3600.000 14 43 320.000
51.000 3600.000 11 48 320.000
52.000 3600.000 19 50 320.000
53.000 3600.000 13 47 320.000
54.000 3600.000 15 58 320.000
55.000 3600.000 19 60 320.000
56.000 3600.000 16 59 320.000
57.000 3600.000 14 44 320.000
58.000 3600.000 14 53 320.000
59.000 3600.000 15 42 320.000
60.000 3600.000 16 50 320.000
61.000 3600.000 12 47 320.000
62.000 3600.000 17 43 320.000
63.000 3600.000 17 43 320.000
64.000 3600.000 10 46 320.000
65.000 3600.000 16 42 320.000
66.000 3600.000 16 34 320.000
67.000 3600.000 10 49 320.000
68.000 3600.000 20 50 320.000
69.000 3600.000 23 50 320.000
70.000 3600.000 13 54 320.000
71.000 3600.000 18 52 320.000
72.000 3600.000 12 56 320.000
73.000 3600.000 19 52 320.000
74.000 3600.000 10 47 320.000
75.000 3600.000 17 48 320.000
76.000 3600.000 23 52 320.000
77.000 3600.000 12 46 320.000
78.000 3600.000 19 51 320.000
79.000 3600.000 19 46 320.000
80.000 3600.000 15 39 320.000
81.000 3600.000 16 34 320.000
82.000 3600.000 13 42 320.000
83.000 3600.000 12 36 320.000
84.000 3600.000 18 44 320.000
85.000 3600.000 15 43 320.000
86.000 3600.000 12 49 320.000
87.000 3600.000 14 44 320.000
88.000 3600.000 19 59 320.000
89.000 3600.000 11 41 320.000
90.000 3600.000 16 71 320.000
91.000 3600.000 6 52 320.000
92.000 3600.000 8 51 320.000
93.000 3600.000 15 55 320.000
94.000 3600.000 19 47 320.000
95.000 3600.000 18 36 320.000
96.000 3600.000 17 42 320.000
97.000 3600.000 8 35 320.000
98.000 3600.000 18 35 320.000
99.000 3600.000 23 42 320.000
100.000 3600.000 17 51 320.000
