# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 34 95 160.000
1.000 3600.000 53 184 160.000
2.000 3600.000 55 164 160.000
3.000 3600.000 76 180 160.000
4.000 3600.000 58 168 160.000
5.000 3600.000 63 153 160.000
6.000 3600.000 59 161 160.000
7.000 3600.000 66 146 160.000
8.000 3600.000 58 159 160.000
9.000 3600.000 71 129 160.000
10.000 3600.000 57 140 160.000
11.000 3600.000 56 151 160.000
12.000 3600.000 66 175 160.000
13.000 3600.000 46 182 160.000
14.000 3600.000 70 182 160.000
15.000 3600.000 42 192 160.000
16.000 3600.000 45 173 160.000
17.000 3600.000 60 188 160.000
18.000 3600.000 68 204 160.000
19.000 3600.000 56 153 160.000
20.000 3600.000 63 192 160.000
21.000 3600.000 57 159 160.000
22.000 3600.000 76 153 160.000
23.000 3600.000 56 159 160.000
24.000 3600.000 64 160 160.000
25.000 3600.000 55 143 160.000
26.000 3600.000 64 155 160.000
27.000 3600.000 69 160 160.000
28.000 3600.000 56 156 160.000
29.000 3600.000 57 173 160.000
30.000 3600.000 49 178 160.000
31.000 3600.000 53 184 160.000
32.000 3600.000 51 176 160.000
33.000 3600.000 58 207 160.000
34.000 3600.000 68 207 160.000
35.000 3600.000 44 193 160.000
36.000 3600.000 72 190 160.000
37.000 3600.000 54 185 160.000
38.000 3600.000 48 170 160.000
39.000 3600.000 57 156 160.000
40.000 3600.000 41 151 160.000
41.000 3600.000 55 142 160.000
42.000 3600.000 66 173 160.000
43.000 3600.000 48 144 160.000
44.000 3600.000 49 140 160.000
45.000 3600.000 50 161 160.000
46.000 3600.000 55 175 160.000
47.000 3600.000 56 151 160.000
48.000 3600.000 67 162 160.000
49.000 3600.000 58 202 160.000
50.000 3600.000 69 202 160.000
51.000 3600.000 55 219 160.000
52.000 3600.000 52 189 160.000
53.000 3600.000 42 193 160.000
54.000 3600.000 53 197 160.000
55.000 3600.000 58 173 160.000
56.000 3600.000 64 178 160.000
57.000 3600.000 54 168 160.000
58.000 3600.000 64 172 160.000
59.000 3600.000 68 156 160.000
60.000 3600.000 60 156 160.000
61.000 3600.000 58 125 160.000
62.000 3600.000 43 161 160.000
63.000 3600.000 49 145 160.000
64.000 3600.000 77 157 160.000
65.000 3600.000 61 169 160.000
66.000 3600.000 57 169 160.000
67.000 3600.000 55 162 160.000
68.000 3600.000 63 198 160.000
69.000 3600.000 70 188 160.000
70.000 3600.000 64 192 160.000
71.000 3600.000 52 190 160.000
72.000 3600.000 60 197 160.000
73.000 3600.000 74 194 160.000
74.000 3600.000 67 180 160.000
75.000 3600.000 49 164 160.000
76.000 3600.000 67 148 160.000
77.000 3600.000 59 147 160.000
78.000 3600.000 57 164 160.000
79.000 3600.000 54 153 160.000
80.000 3600.000 71 168 160.000
81.000 3600.000 61 155 160.000
82.000 3600.000 48 172 160.000
83.000 3600.000 53 181 160.000
84.000 3600.000 63 177 160.000
85.000 3600.000 60 165 160.000
86.000 3600.000 54 183 160.000
87.000 3600.000 59 200 160.000
88.000 3600.000 62 207 160.000
89.000 3600.000 50 188 160.000
90.000 3600.000 61 177 160.000
91.000 3600.000 51 170 160.000
92.000 3600.000 49 198 160.000
93.000 3600.000 55 173 160.000
94.000 3600.000 62 164 160.000
95.000 3600.000 65 147 160.000
96.000 3600.000 53 164 160.000
97.000 3600.000 77 158 160.000
98.000 3600.000 65 152 160.000
99.000 3600.000 56 147 160.000
100.000 3600.000 60 172 160.000
101.000 3600.000 58 177 160.000
102.000 3600.000 53 174 160.000
103.000 3600.000 58 193 160.000
104.000 3600.000 36 192 160.000
105.000 3600.000 49 177 160.000
106.000 3600.000 59 186 160.000
107.000 3600.000 59 187 160.000
108.000 3600.000 66 178 160.000
109.000 3600.000 44 192 160.000
110.000 3600.000 55 170 160.000
111.000 3600.000 47 173 160.000
112.000 3600.000 64 167 160.000
113.000 3600.000 67 131 160.000
114.000 3600.000 66 142 160.000
115.000 3600.000 46 150 160.000
116.000 3600.000 72 152 160.000
117.000 3600.000 57 144 160.000
118.000 3600.000 82 183 160.000
119.000 3600.000 49 159 160.000
120.000 3600.000 51 222 160.000
121.000 3600.000 60 197 160.000
122.000 3600.000 50 213 160.000
123.000 3600.000 55 186 160.000
124.000 3600.000 55 206 160.000
125.000 3600.000 49 196 160.000
126.000 3600.000 52 169 160.000
127.000 3600.000 67 174 160.000
128.000 3600.000 68 178 160.000
129.000 3600.000 65 196 160.000
130.000 3600.000 64 169 160.000
131.000 3600.000 65 171 160.000
132.000 3600.000 65 185 160.000
133.000 3600.000 60 143 160.000
134.000 3600.000 55 165 160.000
135.000 3600.000 63 140 160.000
136.000 3600.000 65 160 160.000
137.000 3600.000 54 178 160.000
138.000 3600.000 72 179 160.000
139.000 3600.000 57 159 160.000
140.000 3600.000 56 201 160.000
141.000 3600.000 50 188 160.000
142.000 3600.000 58 208 160.000
143.000 3600.000 54 180 160.000
144.000 3600.000 62 203 160.000
145.000 3600.000 55 172 160.000
146.000 3600.000 61 195 160.000
147.000 3600.000 55 167 160.000
148.000 3600.000 65 165 160.000
149.000 3600.000 65 152 160.000
150.000 3600.000 65 156 160.000
151.000 3600.000 52 140 160.000
152.000 3600.000 63 141 160.000
153.000 3600.000 53 143 160.000
154.000 3600.000 56 144 160.000
155.000 3600.000 51 158 160.000
156.000 3600.000 53 170 160.000
157.000 3600.000 46 171 160.000
158.000 3600.000 69 194 160.000
159.000 3600.000 53 211 160.000
160.000 3600.000 70 203 160.000
161.000 3600.000 53 211 160.000
162.000 3600.000 66 187 160.000
163.000 3600.000 53 174 160.000
164.000 3600.000 60 171 160.000
165.000 3600.000 63 173 160.000
166.000 3600.000 63 162 160.000
167.000 3600.000 48 157 160.000
168.000 3600.000 69 140 160.000
169.000 3600.000 70 155 160.000
170.000 3600.000 52 168 160.000
171.000 3600.000 52 152 160.000
172.000 3600.000 54 182 160.000
173.000 3600.000 54 187 160.000
174.000 3600.000 57 193 160.000
175.000 3600.000 65 192 160.000
176.000 3600.000 45 191 160.000
177.000 3600.000 55 206 160.000
178.000 3600.000 69 216 160.000
179.000 3600.000 60 195 160.000
180.000 3600.000 55 214 160.000
181.000 3600.000 63 181 160.000
182.000 3600.000 59 201 160.000
183.000 3600.000 71 185 160.000
184.000 3600.000 63 156 160.000
185.000 3600.000 51 158 160.000
186.000 3600.000 62 167 160.000
187.000 3600.000 47 152 160.000
188.000 3600.000 63 166 160.000
189.000 3600.000 55 149 160.000
190.000 3600.000 52 178 160.000
191.000 3600.000 53 167 160.000
192.000 3600.000 61 185 160.000
193.000 3600.000 58 186 160.000
194.000 3600.000 69 184 160.000
195.000 3600.000 62 211 160.000
196.000 3600.000 65 218 160.000
197.000 3600.000 48 181 160.000
198.000 3600.000 61 201 160.000
199.000 3600.000 55 163 160.000
200.000 3600.000 59 204 160.000
201.000 3600.000 66 175 160.000
202.000 3600.000 65 177 160.000
203.000 3600.000 50 159 160.000
204.000 3600.000 57 154 160.000
205.000 3600.000 56 128 160.000
206.000 3600.000 56 170 160.000
207.000 3600.000 53 170 160.000
208.000 3600.000 65 174 160.000
209.000 3600.000 57 159 160.000
210.000 3600.000 57 175 160.000
