# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.746826 20.0 2551 9763 163781 1 3793747778 12314 0.000000 0.000000
-1.669922 20.0 2892 9482 164002 2 3793747805 12374 0.000000 0.000000
-1.604004 20.0 3149 9273 162934 1 3793747831 12422 0.000000 0.000000
-1.516113 20.0 3807 8652 165616 4 3793747857 12459 0.000000 0.000000
-1.406250 20.0 4718 7292 165466 6 3793747883 12010 0.000000 0.000000
-1.329346 20.0 5363 6818 165452 2 3793747909 12181 0.000000 0.000000
-1.241455 20.0 5871 6269 166420 6 3793747935 12140 0.000000 0.000000
-1.164551 20.0 6437 5643 164266 5 3793747961 12080 0.000000 0.000000
-1.076660 20.0 6985 5181 160821 2 3793747987 12166 0.000000 0.000000
-0.999756 20.0 7282 4708 161662 4 3793748014 11990 0.000000 0.000000
-0.900879 20.0 7517 4485 162208 4 3793748040 12002 0.000000 0.000000
-0.812988 20.0 7441 4550 160933 3 3793748066 11991 0.000000 0.000000
-0.736084 20.0 7402 4698 162300 5 3793748092 12100 0.000000 0.000000
-0.637207 20.0 6931 4853 161783 5 3793748118 11784 0.000000 0.000000
-0.560303 20.0 6552 5479 161420 3 3793748144 12031 0.000000 0.000000
-0.472412 20.0 6047 5924 161018 3 3793748170 11971 0.000000 0.000000
-0.395508 20.0 5675 6531 161294 3 3793748196 12206 0.000000 0.000000
-0.296631 20.0 4671 7375 164043 4 3793748222 12046 0.000000 0.000000
-0.197754 20.0 3813 8340 165002 5 3793748249 12153 0.000000 0.000000
-0.131836 20.0 3492 8762 164655 4 3793748275 12254 0.000000 0.000000
-0.043945 20.0 2962 9252 165130 2 3793748301 12214 0.000000 0.000000
0.043945 20.0 2566 9721 163778 4 3793748327 12287 0.000000 0.000000
0.131836 20.0 2431 9858 163136 2 3793748353 12289 0.000000 0.000000
0.219727 20.0 2328 9864 162562 2 3793748379 12192 0.000000 0.000000
0.296631 20.0 2521 9814 163200 3 3793748405 12335 0.000000 0.000000
0.384522 20.0 2725 9607 167594 4 3793748431 12332 0.000000 0.000000
0.472412 20.0 3258 8942 167379 4 3793748457 12200 0.000000 0.000000
0.560303 20.0 3979 8349 165824 1 3793748484 12328 0.000000 0.000000
0.648193 20.0 4490 7687 165816 5 3793748510 12177 0.000000 0.000000
0.725098 20.0 5091 6921 165701 4 3793748536 12012 0.000000 0.000000
0.823975 20.0 5928 6217 166374 4 3793748562 12145 0.000000 0.000000
0.889893 20.0 6358 5634 165452 3 3793748588 11992 0.000000 0.000000
0.977783 20.0 7041 5163 164243 3 3793748614 12204 0.000000 0.000000
1.076660 20.0 7352 4745 164721 5 3793748640 12097 0.000000 0.000000
1.164551 20.0 7522 4508 165473 2 3793748666 12030 0.000000 0.000000
1.241455 20.0 7671 4480 164690 4 3793748692 12151 0.000000 0.000000
1.340332 20.0 7313 4632 164176 1 3793748719 11945 0.000000 0.000000
1.406250 20.0 7355 4744 164500 3 3793748745 12099 0.000000 0.000000
1.505127 20.0 6699 5165 164866 2 3793748771 11864 0.000000 0.000000
1.593018 20.0 6136 5976 164696 2 3793748797 12112 0.000000 0.000000
1.669922 20.0 5458 6722 162680 3 3793748823 12180 0.000000 0.000000
1.768799 20.0 4812 7343 163101 2 3793748849 12155 0.000000 0.000000
